"id","reportid","eqpt_type","mass","type","bunker_lot_id"
16913211,"119258d9-935c-4aa8-b961-196d4aa63707","aux_engines_total","4.700000","hfo","6e8c5400-e6cd-4046-bcbe-a4b2a9b4d18a"
16913212,"119258d9-935c-4aa8-b961-196d4aa63707","aux_engines_total","0.100000","mgo","fef54ac4-dc6d-4a78-bc9d-a33f0863f1b7"
16913213,"119258d9-935c-4aa8-b961-196d4aa63707","main_engines_total","30.500000","hfo","6e8c5400-e6cd-4046-bcbe-a4b2a9b4d18a"
16915286,"6d6b198d-98c3-459b-8f08-3518396180d2","aux_engines_total","5.200000","hfo","924ac90d-8b5b-40c0-bcb9-c7a7a03bc7cf"
16915287,"6d6b198d-98c3-459b-8f08-3518396180d2","main_engines_total","32.000000","hfo","924ac90d-8b5b-40c0-bcb9-c7a7a03bc7cf"
16914996,"ea60c658-c55b-40a8-b063-399fd7b3ed99","main_engines_total","0.000000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330"
16914997,"ea60c658-c55b-40a8-b063-399fd7b3ed99","boilers_total","1.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330"
17985780,"57cb861f-5b76-4325-8e96-93da3b417995","aux_engines_total","7.200000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17985781,"57cb861f-5b76-4325-8e96-93da3b417995","main_engines_total","35.400000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
18022413,"7b314971-ee99-4061-bf87-894d913e4177","aux_engines_total","4.000000","hfo","85fe2401-400d-48a4-8081-7bebbd704371"
17985929,"4dbcea82-cd95-4fb2-adaa-c90f892335a9","aux_engines_total","0.200000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17985930,"4dbcea82-cd95-4fb2-adaa-c90f892335a9","main_engines_total","0.900000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17985931,"4dbcea82-cd95-4fb2-adaa-c90f892335a9","boilers_total","0.100000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
18022414,"7b314971-ee99-4061-bf87-894d913e4177","main_engines_total","32.200000","hfo","85fe2401-400d-48a4-8081-7bebbd704371"
16913591,"c8b5754f-ad82-4005-a4b9-5bf3b393a428","aux_engines_total","4.200000","hfo","924ac90d-8b5b-40c0-bcb9-c7a7a03bc7cf"
16910274,"921cea92-29d8-4e6a-8e31-41f416d56916","aux_engines_total","0.700000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
16910275,"921cea92-29d8-4e6a-8e31-41f416d56916","main_engines_total","5.500000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
16913592,"c8b5754f-ad82-4005-a4b9-5bf3b393a428","aux_engines_total","0.100000","mgo","fef54ac4-dc6d-4a78-bc9d-a33f0863f1b7"
16913593,"c8b5754f-ad82-4005-a4b9-5bf3b393a428","main_engines_total","33.100000","hfo","924ac90d-8b5b-40c0-bcb9-c7a7a03bc7cf"
16916750,"5a72e4f4-8a45-4785-9ba9-daa1b3272762","aux_engines_total","6.100000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
16915391,"87fec02c-fe3c-4095-a646-d5ff4ae653fd","aux_engines_total","7.900000","hfo","924ac90d-8b5b-40c0-bcb9-c7a7a03bc7cf"
16915392,"87fec02c-fe3c-4095-a646-d5ff4ae653fd","main_engines_total","33.100000","hfo","924ac90d-8b5b-40c0-bcb9-c7a7a03bc7cf"
16916751,"5a72e4f4-8a45-4785-9ba9-daa1b3272762","main_engines_total","34.100000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
16912918,"919a724c-8e32-42a1-ba2b-ec18dc3c6c47","aux_engines_total","5.000000","hfo","6e8c5400-e6cd-4046-bcbe-a4b2a9b4d18a"
16912825,"f66c3e00-de0e-42ea-9b4d-79e8a9377cb3","aux_engines_total","4.200000","lfo","35ad5fd7-9a47-40fa-b5b2-0d0001f5b6fb"
16912826,"f66c3e00-de0e-42ea-9b4d-79e8a9377cb3","main_engines_total","18.139000","hfo","6e8c5400-e6cd-4046-bcbe-a4b2a9b4d18a"
16912827,"f66c3e00-de0e-42ea-9b4d-79e8a9377cb3","main_engines_total","13.761000","hfo","6e8c5400-e6cd-4046-bcbe-a4b2a9b4d18a"
17985833,"59e9fab8-2d4b-4ef4-bce4-e0ccc085ff45","aux_engines_total","4.000000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17985835,"59e9fab8-2d4b-4ef4-bce4-e0ccc085ff45","main_engines_total","35.000000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17985925,"babb61ce-77c4-451a-81fb-32e3964f645c","aux_engines_total","1.100000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17985926,"babb61ce-77c4-451a-81fb-32e3964f645c","boilers_total","0.600000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17992772,"938ba222-40b2-4e97-ad5b-8c8327f533bb","aux_engines_total","1.500000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e"
17992773,"938ba222-40b2-4e97-ad5b-8c8327f533bb","main_engines_total","3.700000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e"
17992774,"938ba222-40b2-4e97-ad5b-8c8327f533bb","boilers_total","0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e"
17647378,"756097df-e88f-4805-8ebc-ab286a047caa","aux_engines_total","5.900000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647379,"756097df-e88f-4805-8ebc-ab286a047caa","aux_engines_total","0.100000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17647380,"756097df-e88f-4805-8ebc-ab286a047caa","main_engines_total","34.300000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
18022465,"d268dabf-0721-4b91-8744-c2425b8fcf22","aux_engines_total","8.600000","hfo","85fe2401-400d-48a4-8081-7bebbd704371"
18022466,"d268dabf-0721-4b91-8744-c2425b8fcf22","main_engines_total","34.200000","hfo","85fe2401-400d-48a4-8081-7bebbd704371"
18045852,"fffa858f-4b2a-42e6-964e-f0c7b82fa0ae","aux_engines_total","2.800000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045853,"fffa858f-4b2a-42e6-964e-f0c7b82fa0ae","main_engines_total","16.800000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045900,"bf0a56e6-e5cf-44f0-989b-86394fdc51c8","aux_engines_total","4.000000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045901,"bf0a56e6-e5cf-44f0-989b-86394fdc51c8","main_engines_total","24.600000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
17985654,"dc0ae231-cb71-4b1d-b2fa-ce8e968c21af","aux_engines_total","4.700000","lfo","0663420e-bd70-45b2-b2eb-94e22b3c410c"
17985655,"dc0ae231-cb71-4b1d-b2fa-ce8e968c21af","main_engines_total","34.400000","lfo","0663420e-bd70-45b2-b2eb-94e22b3c410c"
18045886,"42f321ec-0ca8-43dc-9246-66c49ec54bfe","aux_engines_total","4.300000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045887,"42f321ec-0ca8-43dc-9246-66c49ec54bfe","main_engines_total","25.000000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
17985991,"d86a1f73-24e3-4146-961c-9cdf3c8322a6","aux_engines_total","0.500000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17985992,"d86a1f73-24e3-4146-961c-9cdf3c8322a6","main_engines_total","1.000000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17647740,"f9890155-e67b-43dd-aa3a-bda49627e8ce","aux_engines_total","3.900000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647741,"f9890155-e67b-43dd-aa3a-bda49627e8ce","aux_engines_total","0.100000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17647742,"f9890155-e67b-43dd-aa3a-bda49627e8ce","main_engines_total","36.400000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
18095919,"256555b2-6351-4040-8d97-1aa168c106b0","aux_engines_total","4.500000","mgo","39dd51c6-5e84-40a6-a504-0e4d7fb82e1b"
18095920,"256555b2-6351-4040-8d97-1aa168c106b0","main_engines_total","0.000000","mgo","39dd51c6-5e84-40a6-a504-0e4d7fb82e1b"
18095921,"256555b2-6351-4040-8d97-1aa168c106b0","boilers_total","0.800000","mgo","39dd51c6-5e84-40a6-a504-0e4d7fb82e1b"
16916228,"b4e37f21-eab0-4bad-81d9-95ac6110bd72","aux_engines_total","6.000000","lfo","f436c178-6a22-4a6e-bf9d-c551d547bf6e"
16916229,"b4e37f21-eab0-4bad-81d9-95ac6110bd72","aux_engines_total","0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330"
16916230,"b4e37f21-eab0-4bad-81d9-95ac6110bd72","main_engines_total","33.500000","lfo","f436c178-6a22-4a6e-bf9d-c551d547bf6e"
18022337,"cc601a77-f57a-4936-aa1e-5f16beed3295","aux_engines_total","8.900000","hfo","3d5511b8-bbac-408e-b944-d3d84cb1bad8"
18022338,"cc601a77-f57a-4936-aa1e-5f16beed3295","main_engines_total","31.400000","hfo","3d5511b8-bbac-408e-b944-d3d84cb1bad8"
18022451,"2e158a7d-6296-4595-ae97-fa717269aee9","aux_engines_total","5.100000","hfo","85fe2401-400d-48a4-8081-7bebbd704371"
18022452,"2e158a7d-6296-4595-ae97-fa717269aee9","main_engines_total","32.100000","hfo","85fe2401-400d-48a4-8081-7bebbd704371"
17986117,"53beda72-37fb-4f0f-94d8-f935fbc95c62","aux_engines_total","3.700000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17986118,"53beda72-37fb-4f0f-94d8-f935fbc95c62","main_engines_total","32.000000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17992760,"8e3fea8f-a5c0-4054-b102-dea6d45fd211","aux_engines_total","5.260000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e"
17992761,"8e3fea8f-a5c0-4054-b102-dea6d45fd211","boilers_total","1.700000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e"
17986085,"bacbfe71-3b1a-4ecf-97cd-dc5d57b0d4c4","aux_engines_total","5.100000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17986086,"bacbfe71-3b1a-4ecf-97cd-dc5d57b0d4c4","main_engines_total","34.500000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17985682,"31642c71-6665-430b-b74c-ef453db06e69","aux_engines_total","3.700000","lfo","0663420e-bd70-45b2-b2eb-94e22b3c410c"
17985683,"31642c71-6665-430b-b74c-ef453db06e69","main_engines_total","32.400000","lfo","0663420e-bd70-45b2-b2eb-94e22b3c410c"
17985788,"1cb17b79-8d52-4463-b9ca-1a7e1faad200","aux_engines_total","6.500000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17985789,"1cb17b79-8d52-4463-b9ca-1a7e1faad200","main_engines_total","18.500000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17647175,"976c9a11-b697-4959-a2f2-a3ade316cdd0","aux_engines_total","1.700000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647176,"976c9a11-b697-4959-a2f2-a3ade316cdd0","main_engines_total","8.600000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17985469,"84af67a7-43bb-428d-99ce-ab2185637ee7","aux_engines_total","7.500000","lfo","0663420e-bd70-45b2-b2eb-94e22b3c410c"
17985470,"84af67a7-43bb-428d-99ce-ab2185637ee7","main_engines_total","33.400000","lfo","0663420e-bd70-45b2-b2eb-94e22b3c410c"
17985582,"e2effd8c-4253-49dc-939c-48be3fd0d245","aux_engines_total","8.500000","lfo","0663420e-bd70-45b2-b2eb-94e22b3c410c"
17985583,"e2effd8c-4253-49dc-939c-48be3fd0d245","main_engines_total","34.000000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17985808,"8e5fd3cd-4c85-4c14-be03-fa318cc97543","aux_engines_total","5.200000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17985809,"8e5fd3cd-4c85-4c14-be03-fa318cc97543","boilers_total","1.000000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17986091,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","aux_engines_total","4.800000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17986092,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","main_engines_total","28.500000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
18045818,"4163fd0b-6ddb-4043-8207-9d5874469dad","aux_engines_total","4.200000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045819,"4163fd0b-6ddb-4043-8207-9d5874469dad","main_engines_total","34.200000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045827,"1b8e6cba-3db0-4848-8746-aa925933721e","aux_engines_total","2.600000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045828,"1b8e6cba-3db0-4848-8746-aa925933721e","main_engines_total","3.800000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045854,"1bc2a6f9-b5b5-4cf0-8a6a-791ecf3de610","aux_engines_total","4.400000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045855,"1bc2a6f9-b5b5-4cf0-8a6a-791ecf3de610","main_engines_total","34.400000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045865,"f179331e-9a24-4bfd-8d3c-09fe1caea804","aux_engines_total","4.400000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045866,"f179331e-9a24-4bfd-8d3c-09fe1caea804","main_engines_total","30.200000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045874,"c72325fc-b050-46b8-8ea2-ad335ff594cc","aux_engines_total","5.200000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045875,"c72325fc-b050-46b8-8ea2-ad335ff594cc","main_engines_total","27.400000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045876,"fa595b8e-1758-48b9-9d09-fd3cb89914aa","aux_engines_total","3.700000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045877,"fa595b8e-1758-48b9-9d09-fd3cb89914aa","main_engines_total","25.300000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045931,"315704b7-40d0-47a9-bd46-e5bcdebefee1","aux_engines_total","3.800000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045932,"315704b7-40d0-47a9-bd46-e5bcdebefee1","main_engines_total","21.700000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045941,"b7178dba-2f0c-4e79-bfd6-4f0fbdc2e05b","aux_engines_total","5.000000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045942,"b7178dba-2f0c-4e79-bfd6-4f0fbdc2e05b","main_engines_total","21.400000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045943,"c05ac51c-bff2-4941-903f-18f3da8d2762","aux_engines_total","3.600000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045944,"c05ac51c-bff2-4941-903f-18f3da8d2762","main_engines_total","21.200000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045953,"bb9098d8-6c2f-4003-81f5-0ea3edf80ed1","aux_engines_total","4.400000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045954,"bb9098d8-6c2f-4003-81f5-0ea3edf80ed1","main_engines_total","21.000000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045955,"f909b134-c417-4c76-a13c-cd91fb70c5b7","aux_engines_total","4.200000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045956,"f909b134-c417-4c76-a13c-cd91fb70c5b7","main_engines_total","21.100000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045961,"6e298148-b554-43e9-8622-d28bd868dbf7","aux_engines_total","3.800000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045962,"6e298148-b554-43e9-8622-d28bd868dbf7","main_engines_total","21.000000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396"
18045975,"9062aa80-abd8-4c4c-a323-c53b522b3461","aux_engines_total","5.000000","mgo","b4c37b85-971b-477a-b734-6f801b720af0"
18045976,"9062aa80-abd8-4c4c-a323-c53b522b3461","boilers_total","1.900000","mgo","b4c37b85-971b-477a-b734-6f801b720af0"
18045989,"f11ed6d2-d70a-4176-8e17-e43a16f4df33","aux_engines_total","1.600000","mgo","39dd51c6-5e84-40a6-a504-0e4d7fb82e1b"
18045990,"f11ed6d2-d70a-4176-8e17-e43a16f4df33","main_engines_total","4.300000","mgo","39dd51c6-5e84-40a6-a504-0e4d7fb82e1b"
18045991,"f11ed6d2-d70a-4176-8e17-e43a16f4df33","boilers_total","0.200000","mgo","39dd51c6-5e84-40a6-a504-0e4d7fb82e1b"
17646957,"5a1bf572-669d-4efd-a883-dbb4c16da400","aux_engines_total","5.300000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17646958,"5a1bf572-669d-4efd-a883-dbb4c16da400","aux_engines_total","0.100000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17646959,"5a1bf572-669d-4efd-a883-dbb4c16da400","main_engines_total","36.000000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647894,"389eadb0-c6cd-42b1-a3ac-36724bc3e7a4","aux_engines_total","4.000000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647895,"389eadb0-c6cd-42b1-a3ac-36724bc3e7a4","aux_engines_total","0.100000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17647896,"389eadb0-c6cd-42b1-a3ac-36724bc3e7a4","main_engines_total","36.100000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647595,"d46ff5a8-1ab3-4031-8638-f178b1deb80b","aux_engines_total","3.900000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647596,"d46ff5a8-1ab3-4031-8638-f178b1deb80b","main_engines_total","36.500000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647660,"bfebb66b-7412-46ca-8fa9-550118c9cf19","aux_engines_total","3.500000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647661,"bfebb66b-7412-46ca-8fa9-550118c9cf19","aux_engines_total","0.100000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17647662,"bfebb66b-7412-46ca-8fa9-550118c9cf19","main_engines_total","34.900000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17648447,"fc3a3c78-1bab-4de9-83c1-6852dc945991","aux_engines_total","3.800000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17648448,"fc3a3c78-1bab-4de9-83c1-6852dc945991","main_engines_total","35.000000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647307,"c183c1f8-93e8-4be8-a916-da52548e3eb1","aux_engines_total","4.600000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647308,"c183c1f8-93e8-4be8-a916-da52548e3eb1","aux_engines_total","0.100000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17647309,"c183c1f8-93e8-4be8-a916-da52548e3eb1","main_engines_total","34.000000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17649240,"bb07b4ca-72fb-4797-9ecf-f4d1ce57ab53","aux_engines_total","1.000000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17649241,"bb07b4ca-72fb-4797-9ecf-f4d1ce57ab53","main_engines_total","10.000000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17649242,"bb07b4ca-72fb-4797-9ecf-f4d1ce57ab53","boilers_total","0.200000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
18130946,"45192e9b-babd-4596-80df-aa459751d303","aux_engines_total","2.900000","hfo","66327a31-2b03-4146-819d-099856098c80"
18130947,"45192e9b-babd-4596-80df-aa459751d303","main_engines_total","2.500000","hfo","66327a31-2b03-4146-819d-099856098c80"
18130948,"45192e9b-babd-4596-80df-aa459751d303","boilers_total","0.700000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784"
18130955,"d3c4de76-d3de-4a8f-92f7-fcb137a50ed7","aux_engines_total","0.600000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784"
18130956,"d3c4de76-d3de-4a8f-92f7-fcb137a50ed7","main_engines_total","0.000000","hfo","66327a31-2b03-4146-819d-099856098c80"
18130957,"d3c4de76-d3de-4a8f-92f7-fcb137a50ed7","boilers_total","0.500000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784"
17986113,"70938415-8931-4192-9527-bda76d2b2d47","aux_engines_total","4.500000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17986114,"70938415-8931-4192-9527-bda76d2b2d47","main_engines_total","31.000000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17986121,"6ebcf441-3792-456c-8084-f45a143f3522","aux_engines_total","4.400000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17986122,"6ebcf441-3792-456c-8084-f45a143f3522","main_engines_total","32.000000","hfo","7209d445-519d-4bd0-b7dc-663899dfaf29"
17985768,"f0454f62-21f6-4e97-98f7-f0c1fb265e6a","aux_engines_total","7.400000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
17985769,"f0454f62-21f6-4e97-98f7-f0c1fb265e6a","main_engines_total","33.800000","lfo","8d0ef3a6-1018-4378-a925-ed45c502bf4b"
18130856,"4c1edcfd-92a9-4af5-bfa7-c20a436f0aa6","aux_engines_total","3.400000","hfo","66327a31-2b03-4146-819d-099856098c80"
18130857,"4c1edcfd-92a9-4af5-bfa7-c20a436f0aa6","main_engines_total","33.500000","hfo","66327a31-2b03-4146-819d-099856098c80"
18130858,"4c1edcfd-92a9-4af5-bfa7-c20a436f0aa6","boilers_total","0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784"
18022374,"fed0bf53-dc4c-4367-bb41-a32894c705af","aux_engines_total","4.700000","hfo","3d5511b8-bbac-408e-b944-d3d84cb1bad8"
18022375,"fed0bf53-dc4c-4367-bb41-a32894c705af","main_engines_total","34.400000","hfo","3d5511b8-bbac-408e-b944-d3d84cb1bad8"
17647452,"6b0576dd-ab47-4c21-a80e-e3450ee76ef0","aux_engines_total","4.000000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647453,"6b0576dd-ab47-4c21-a80e-e3450ee76ef0","aux_engines_total","0.100000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17647454,"6b0576dd-ab47-4c21-a80e-e3450ee76ef0","main_engines_total","35.900000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647530,"2099bb4a-6d2a-4d0f-b66b-4b4c77ad8f17","aux_engines_total","3.600000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17647531,"2099bb4a-6d2a-4d0f-b66b-4b4c77ad8f17","aux_engines_total","0.100000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17647532,"2099bb4a-6d2a-4d0f-b66b-4b4c77ad8f17","main_engines_total","35.700000","hfo","400fcb2b-cd14-4822-963d-af7d70fa62b2"
17649177,"d1de44ee-4652-419b-a6d6-f7c1d38f36f2","aux_engines_total","2.500000","lfo","0663420e-bd70-45b2-b2eb-94e22b3c410c"
17649178,"d1de44ee-4652-419b-a6d6-f7c1d38f36f2","aux_engines_total","2.700000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17649179,"d1de44ee-4652-419b-a6d6-f7c1d38f36f2","main_engines_total","24.800000","lfo","0663420e-bd70-45b2-b2eb-94e22b3c410c"
17649180,"d1de44ee-4652-419b-a6d6-f7c1d38f36f2","main_engines_total","9.500000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
17649181,"d1de44ee-4652-419b-a6d6-f7c1d38f36f2","boilers_total","0.800000","mgo","f216094d-74c5-436e-a9ba-a9838d5c50ae"
18150507,"da480d38-b4e7-49af-86a1-d6f58e174a11","aux_engines_total","4.200000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784"
18150508,"da480d38-b4e7-49af-86a1-d6f58e174a11","main_engines_total","0.000000","hfo","66327a31-2b03-4146-819d-099856098c80"
18150509,"da480d38-b4e7-49af-86a1-d6f58e174a11","boilers_total","1.800000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784"
18150510,"b4b2ac19-aafa-4581-a67d-e713770e6c9c","aux_engines_total","6.700000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784"
18150511,"b4b2ac19-aafa-4581-a67d-e713770e6c9c","main_engines_total","0.000000","hfo","66327a31-2b03-4146-819d-099856098c80"
18150512,"b4b2ac19-aafa-4581-a67d-e713770e6c9c","boilers_total","1.800000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784"
16916792,"f33a0d20-f94b-4e0f-aece-9c69b76ec0f1","aux_engines_total","4.000000","lfo","f436c178-6a22-4a6e-bf9d-c551d547bf6e"
16916793,"f33a0d20-f94b-4e0f-aece-9c69b76ec0f1","aux_engines_total","0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330"
16916794,"f33a0d20-f94b-4e0f-aece-9c69b76ec0f1","main_engines_total","21.500000","lfo","f436c178-6a22-4a6e-bf9d-c551d547bf6e"
16912919,"919a724c-8e32-42a1-ba2b-ec18dc3c6c47","aux_engines_total","0.100000","mgo","fef54ac4-dc6d-4a78-bc9d-a33f0863f1b7"
16912920,"919a724c-8e32-42a1-ba2b-ec18dc3c6c47","main_engines_total","33.100000","hfo","6e8c5400-e6cd-4046-bcbe-a4b2a9b4d18a"
