"id","reportid","mass","type","lot_id","type_group"
663010734,"d2232bc4-e3b5-48eb-aba5-20831d245975","0.000000","mgo","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7","mgo01"
660642190,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","642.850000","hfo","7209D445-519D-4BD0-B7DC-663899DFAF29","vlsfo05"
660642191,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","hfo","75E50E9C-5B4F-4AA4-91D3-E609F00C92C2","vlsfo05"
660642192,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","mgo","7F9D2ED1-825C-4943-B0F4-3026ED6C6E1D","mgo01"
660642193,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","8187F4E5-9CC7-4370-819E-E248E3218D95","vlsfo05"
660642194,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","86617822-4402-4A35-B2BE-8181C2C5E8E1","vlsfo05"
660642195,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","8D0EF3A6-1018-4378-A925-ED45C502BF4B","vlsfo05"
660642196,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","8E4EE7FC-0C02-4318-B505-A76B82A30BE0","vlsfo05"
660642197,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","905625BC-3F0F-482D-A9B0-253A2A43606B","vlsfo05"
660642198,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","hfo","924AC90D-8B5B-40C0-BCB9-C7A7A03BC7CF","vlsfo05"
660642199,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","mgo","930F3E08-623B-4FF4-B298-E0ECFD49ABEB","mgo01"
660642200,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","mgo","99778311-0C82-4FA4-B91E-BB536A3B4A8B","mgo01"
660642201,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","mgo","A1578B91-DC43-4CBC-9ECC-CE78DE463D98","mgo01"
660642202,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","hfo","AB4CD675-85F6-4C28-9001-2ACAB630526C","vlsfo05"
660642203,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","mdo","BF9A3025-5C26-4CFB-9C04-F105737B9E35","mgo01"
660642204,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","C27AEF1D-4CB3-4873-85AE-C691B9A8287F","vlsfo05"
660642205,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","C4B3F469-5E30-4FBC-A8A7-81BE36D95FA2","vlsfo05"
660642206,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","C6723EEE-CACB-4FBA-9FA1-4E064559695A","vlsfo05"
660642207,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","mgo","E1133E57-7154-46B5-B75D-1A3FEF92867C","mgo01"
660642208,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","mgo","EBAB34DB-DEF2-4551-97C4-F0795A3FA607","mgo01"
660642209,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","mgo","ED742EBE-F93F-47C4-BD24-19BD50573330","mgo01"
660642210,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","mgo","F216094D-74C5-436E-A9BA-A9838D5C50AE","mgo01"
660642211,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","F36B4716-462F-431A-AA2D-7509F4C24D55","vlsfo05"
660642212,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","F436C178-6A22-4A6E-BF9D-C551D547BF6E","vlsfo05"
660642213,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","F44586D3-67E0-4A06-B725-3E0B29E7A061","vlsfo05"
660642214,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","lfo","FAD29EFD-9344-4236-8ED6-6BBDBC118A80","vlsfo05"
660642215,"a7b5ccc0-ff2d-40ec-b20c-4c9367323c9e","0.000000","mgo","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7","mgo01"
660642216,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mgo","00FC37F1-7535-4003-8EA9-D0885759FC36","mgo01"
660642217,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","0663420E-BD70-45B2-B2EB-94E22B3C410C","vlsfo05"
660642218,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","193B8AA6-7265-4241-83C0-A294B4F7E2AC","vlsfo05"
660642219,"8196d328-04d5-489d-be75-753207ede2d5","49.390000","mgo","23F7F805-B0F5-413E-AA1F-90546DA9CE2E","mgo01"
660642220,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","30EB96E3-F9C4-44DD-9677-BD5CB9C98989","vlsfo05"
660642221,"8196d328-04d5-489d-be75-753207ede2d5","20.410000","mgo","331D3F1E-145E-4ED1-848E-5F115ABD20B8","mgo01"
660642222,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","35AD5FD7-9A47-40FA-B5B2-0D0001F5B6FB","vlsfo05"
660642223,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","3C3C2FA7-E57C-4DD9-B7B0-A326C6D703C3","vlsfo05"
660642224,"8196d328-04d5-489d-be75-753207ede2d5","748.250000","hfo","3D5511B8-BBAC-408E-B944-D3D84CB1BAD8","vlsfo05"
660642225,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","3DA09283-C6DE-4B2B-B373-BAE472888882","vlsfo05"
660642226,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","hfo","400FCB2B-CD14-4822-963D-AF7D70FA62B2","vlsfo05"
660642227,"8196d328-04d5-489d-be75-753207ede2d5","77.000000","mgo","430800D8-E5A6-4BA9-8CC1-C3CEF1A7B3F0","mgo01"
660642228,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","5603A157-CA0A-4816-A9C5-D811EF9B44F5","vlsfo05"
660642229,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","671A75B3-B04A-4F0C-91F1-C9EB0F44CD9C","vlsfo05"
660642230,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","676C3AE6-3197-4FB8-A06E-AE8474CBFC9B","vlsfo05"
660642231,"8196d328-04d5-489d-be75-753207ede2d5","166.900000","mgo","6AB2A4BF-6482-4EE5-9D6C-44122E542784","mgo01"
660642232,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","6B7101EA-A440-43F3-8F3F-ACEFFDF367C8","vlsfo05"
660642233,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","hfo","6E8C5400-E6CD-4046-BCBE-A4B2A9B4D18A","vlsfo05"
660642234,"8196d328-04d5-489d-be75-753207ede2d5","609.250000","hfo","7209D445-519D-4BD0-B7DC-663899DFAF29","vlsfo05"
660642235,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","hfo","75E50E9C-5B4F-4AA4-91D3-E609F00C92C2","vlsfo05"
660642236,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mgo","7F9D2ED1-825C-4943-B0F4-3026ED6C6E1D","mgo01"
660642237,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","8187F4E5-9CC7-4370-819E-E248E3218D95","vlsfo05"
660642238,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","86617822-4402-4A35-B2BE-8181C2C5E8E1","vlsfo05"
660642239,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","8D0EF3A6-1018-4378-A925-ED45C502BF4B","vlsfo05"
660642240,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","8E4EE7FC-0C02-4318-B505-A76B82A30BE0","vlsfo05"
660642241,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","905625BC-3F0F-482D-A9B0-253A2A43606B","vlsfo05"
660642242,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","hfo","924AC90D-8B5B-40C0-BCB9-C7A7A03BC7CF","vlsfo05"
660642243,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mgo","930F3E08-623B-4FF4-B298-E0ECFD49ABEB","mgo01"
660642244,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mgo","99778311-0C82-4FA4-B91E-BB536A3B4A8B","mgo01"
660642245,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mgo","A1578B91-DC43-4CBC-9ECC-CE78DE463D98","mgo01"
660642246,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","hfo","AB4CD675-85F6-4C28-9001-2ACAB630526C","vlsfo05"
660642247,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mdo","BF9A3025-5C26-4CFB-9C04-F105737B9E35","mgo01"
660642248,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","C27AEF1D-4CB3-4873-85AE-C691B9A8287F","vlsfo05"
660642249,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","C4B3F469-5E30-4FBC-A8A7-81BE36D95FA2","vlsfo05"
660642250,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","C6723EEE-CACB-4FBA-9FA1-4E064559695A","vlsfo05"
660642251,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mgo","E1133E57-7154-46B5-B75D-1A3FEF92867C","mgo01"
660642252,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mgo","EBAB34DB-DEF2-4551-97C4-F0795A3FA607","mgo01"
660642253,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mgo","ED742EBE-F93F-47C4-BD24-19BD50573330","mgo01"
660642254,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mgo","F216094D-74C5-436E-A9BA-A9838D5C50AE","mgo01"
660642255,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","F36B4716-462F-431A-AA2D-7509F4C24D55","vlsfo05"
660642256,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","F436C178-6A22-4A6E-BF9D-C551D547BF6E","vlsfo05"
660642257,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","F44586D3-67E0-4A06-B725-3E0B29E7A061","vlsfo05"
660642258,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","lfo","FAD29EFD-9344-4236-8ED6-6BBDBC118A80","vlsfo05"
660642259,"8196d328-04d5-489d-be75-753207ede2d5","0.000000","mgo","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7","mgo01"
660642260,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","0.000000","mgo","00FC37F1-7535-4003-8EA9-D0885759FC36","mgo01"
660642261,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","0.000000","lfo","0663420E-BD70-45B2-B2EB-94E22B3C410C","vlsfo05"
660642262,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","0.000000","lfo","193B8AA6-7265-4241-83C0-A294B4F7E2AC","vlsfo05"
660642263,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","49.390000","mgo","23F7F805-B0F5-413E-AA1F-90546DA9CE2E","mgo01"
660642264,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","0.000000","lfo","30EB96E3-F9C4-44DD-9677-BD5CB9C98989","vlsfo05"
660642265,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","20.410000","mgo","331D3F1E-145E-4ED1-848E-5F115ABD20B8","mgo01"
660642266,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","0.000000","lfo","35AD5FD7-9A47-40FA-B5B2-0D0001F5B6FB","vlsfo05"
660642267,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","0.000000","lfo","3C3C2FA7-E57C-4DD9-B7B0-A326C6D703C3","vlsfo05"
660642268,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","748.250000","hfo","3D5511B8-BBAC-408E-B944-D3D84CB1BAD8","vlsfo05"
660642269,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","0.000000","lfo","3DA09283-C6DE-4B2B-B373-BAE472888882","vlsfo05"
660642270,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","0.000000","hfo","400FCB2B-CD14-4822-963D-AF7D70FA62B2","vlsfo05"
660642271,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","76.900000","mgo","430800D8-E5A6-4BA9-8CC1-C3CEF1A7B3F0","mgo01"
660642272,"ce85dafd-2326-4a80-b9fc-a60e8dd0e668","0.000000","lfo","5603A157-CA0A-4816-A9C5-D811EF9B44F5","vlsfo05"
