meta_type,voyage_phase,local,utc,user_delay,corrections_sent,app_version_used,platform,duration_since_last,position,voyage_number,port_departure,port_arrival,true_heading,reported_sog,reported_stw,distance_over_ground_since_last_report,distance_through_water_since_last_report,distance_to_go,slip_nominal,slip_apparent,propellers_1_avg_rpm,sog,stw,wind_speed,wind_direction,wave_height,swell_height,swell_direction,current_speed,current_direction,dry_bulb_temperature,wet_bulb_temperature,barometric_pressure,sea_water_temperature,sea_water_specific_gravity,speed_wind_true,height_wave,current,current_longitudinal,main_engines_1_operating_hours,main_engines_1_steamtime_hours,main_engines_1_avg_power,main_engines_1_cylinder_consumption,main_engines_1_circulating_consumption,main_engines_sulphur_content_avg,main_engines_total_mass_hfo,main_engines_total_mass_lfo,main_engines_total_mass_mgo,main_engines_total_operating_hours,aux_engines_1_operating_hours,aux_engines_1_avg_power,aux_engines_1_circulating_consumption,aux_engines_2_operating_hours,aux_engines_2_avg_power,aux_engines_2_circulating_consumption,aux_engines_3_operating_hours,aux_engines_3_avg_power,aux_engines_3_circulating_consumption,aux_engines_total_operating_hours,aux_engines_total_mass_hfo,aux_engines_total_mass_lfo,aux_engines_total_mass_mgo,aux_engine_sulphur_content_avg,cargo_cooling_operating_hours_ae,cargo_cooling_fuel_consumption_ae,boilers_1_operating_hours,boilers_total_operating_hours,boilers_total_mass_hfo,boilers_total_mass_lfo,boilers_total_mass_mgo,boiler_sulphur_content_avg,gas_combustion_units_1_operating_hours,gas_combustion_units_1_mass_mgo,compressors_1_operating_hours,compressors_1_avg_power,compressors_1_mass_lfo,compressors_1_mass_mgo,compressors_2_operating_hours,compressors_2_avg_power,compressors_3_operating_hours,compressors_3_avg_power,unknown_1_operating_hours,unknown_1_mass_mgo,unknown_1_mass_lfo,unknown_1_mass_hfo,re_liquefaction_plant_1_operating_hours,re_liquefaction_plant_2_operating_hours,re_liquefaction_plant_3_operating_hours,re_liquefaction_plant_total_quantity,liquid_fresh_water_remaining,liquid_fresh_water_consumed,liquid_fresh_water_produced,liquid_fresh_water_operating_hours,fuel_rob_mass_hfo,fuel_rob_mass_lfo,fuel_rob_mass_mdo,fuel_rob_mass_mgo,me_cylinder_oil_rob,me_circulating_oil_rob,ae_circulating_oil_rob,draft_aft,draft_fore,trim,cargo_dwt,transverse_metacentric_height,cargo_total_mass,cargo_volume,bunkering_1_fuel_type,bunkering_1_bdn_number,bunkering_1_mass_change_bdn,bunkering_1_mass_change,bunkering_1_grade,bunkering_1_density,bunkering_1_viscosity,bunkering_1_sulphur,bunkering_1_calorific_value,bunkering_2_fuel_type,bunkering_2_bdn_number,bunkering_2_mass_change_bdn,bunkering_2_mass_change,bunkering_2_grade,bunkering_2_density,bunkering_2_viscosity,bunkering_2_sulphur,bunkering_2_calorific_value,bunkering_3_fuel_type,bunkering_3_bdn_number,bunkering_3_mass_change_bdn,bunkering_3_mass_change,bunkering_3_grade,bunkering_3_density,bunkering_3_viscosity,bunkering_3_sulphur,leg_type,leg_purpose,leg_number,instructions,eta_pilot,rta_pilot,vessel_status,performance_data_status,comment,leggingProblems,actions
"report_position_in_port","In port","2023-09-01 12:00 +08:00","2023-09-01 04:00","null","2","2.5.773","Desktop","20:00","32° 00.00' N 120° 27.00' E","46","CNQZH","CNZJG","","0","","0","","","","","0","0.41952","0.4017946","","","","","","","","","","","","","6.187932","null","null","null","00:00","00:00","0","","","","","","","00:00","00:00","0","","20:00","850","","17:00","850","","37:00","","","7.1","","","","17:00","17:00","","","1.4","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-164","","","","550.331","66.895","0","186.20000000000002","68437","37894.8","10074.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","||","","","Port","berth","vessel in port","",""
"report_position_in_port","In port","2023-09-02 12:00 +08:00","2023-09-02 04:00","null","2","2.5.773","Desktop","24:00","32° 00.00' N 120° 27.00' E","46","CNQZH","CNZJG","","0","","0","","","","","0","8.619301","10.81986","","","","","","","","","","","","","7.759014","null","null","null","00:00","00:00","0","","","","","","","00:00","00:00","0","","23:00","750","5","23:00","750","5","46:00","","","6.3","","","","19:00","19:00","","","1.9","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-164","","","","550.331","66.895","0","178","68437","37894.8","10064.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","||","","","Port","berth","vessel in port","",""
"report_departure: departure","In port","2023-09-02 13:54 +08:00","2023-09-02 05:54","null","2","2.5.773","Desktop","01:54","32° 00.00' N 120° 27.00' E","47","CNZJG","SGSIN","","0","","0","","2476","","","","null","null","","","","","","","","","","","","1","null","null","null","null","00:00","00:00","0","","","","","","","00:00","00:00","0","","01:54","750","5","00:00","0","","01:54","","","0.2","","","","01:00","01:00","","","0.1","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-164","","","","550.331","66.895","0","177.7","68437","37894.8","10059.4","7.9","5.9","","16860","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-09-09 15:00 +08:00","","Port","berth","vessel departing port","",""
"report_position: sea_passage_begin","Maneuvering","2023-09-03 03:06 +08:00","2023-09-02 19:06","null","1","2.5.773","Desktop","13:12","30° 58.00' N 122° 38.00' E","47","CNZJG","SGSIN","91","10.606060606060607","10.606060606060607","140","140","2336","-25.405792258128578","-25.405792258128578","58.3","10.72342","11.56752","12","0","1","1","0","0","0","29","28","1007","29","1.025","9.299366","1.798073","-0.29743","-0.259026","13:12","09:54","4450","65","30","","","","9.9","13:12","01:00","750","0.1","13:00","750","2.6","13:00","750","2.6","27:00","","","2.6","","","","02:00","02:00","","","0.2","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-164","","","","550.331","66.895","0","165","68372","37864.8","10054.1","7.9","5.9","2","16860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-09-09 15:00 +08:00","","Sailing (no stop since last report)","river","vessel departed","",""
"report_position","At sea","2023-09-03 12:00 +08:00","2023-09-03 04:00","null","3","2.5.773","Desktop","08:54","29° 26.00' N 123° 42.00' E","47","CNZJG","SGSIN","167","15.280898876404494","15.775280898876405","136","140.4","2200","5.272481417785126","2.2077675813017033","83.4","15.3849","13.79842","17","90","2","2","90","0.5","45","29","28","1008","29","1.025","5.924313","1.835592","1.542655","1.598301","08:54","08:54","6994","80","40","","","10.9","","08:54","00:00","0","","08:00","750","5","08:00","750","5","16:00","","2.5","","","12:00","1","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-164","","","","550.331","53.495","0","165","68292","37824.8","10044.1","7.9","5.9","2","16860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-09-09 15:00 +08:00","","Sailing (no stop since last report)","sea","vessel proceeding to sgp","",""
"report_position","At sea","2023-09-04 12:00 +08:00","2023-09-04 04:00","null","4","2.5.773","Desktop","24:00","23° 55.00' N 123° 02.00' E","47","CNZJG","SGSIN","201","14.5","15.5","348","372","1852","9.571197121700065","3.3347279576793802","82.9","14.31372","15.18173","19","90","2","2","90","1","45","29","27","1008","29","1.025","20.30797","2.606275","-0.8863025","-0.8245557","24:00","24:00","7677","210","80","","","31.5","","24:00","00:00","0","","01:00","750","","23:00","750","","24:00","","3.626","","","","","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-164","","","","550.331","18.369","0","165","68082","37744.8","10044.1","7.9","5.9","2","16860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-09-09 15:00 +08:00","","Sailing (no stop since last report)","sea","vessel proceeding to sgp","",""
"report_position","At sea","2023-09-05 12:00 +08:00","2023-09-05 04:00","null","2","2.5.773","Desktop","24:00","20° 02.00' N 119° 09.00' E","47","CNZJG","SGSIN","220","14.791666666666666","15.583333333333334","355","374","1497","7.640816594934202","2.697649032409554","82.8","15.08974","15.885","17","180","2","2","180","0.8","45","30","29","1007","29","1.025","14.00743","2.033919","-0.8728215","-0.8692566","24:00","24:00","7704","220","85","","31.9","","","24:00","00:00","0","","24:00","750","5","00:00","0","","24:00","","4.2","","","00:00","0","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-164","","","","518.431","14.169","0","165","67862","37659.8","10039.1","7.9","5.9","2","16860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-09-09 15:00 +08:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-09-06 12:00 +08:00","2023-09-06 04:00","null","2","2.5.773","Desktop","24:00","15° 27.00' N 115° 03.00' E","47","CNZJG","SGSIN","220","15.625","15.916666666666666","375","382","1122","4.173470177692245","2.3847082876758336","84.3","15.32051","15.69863","16","180","2","2","180","0.3","45","29","28","1007","29","1.025","12.775","1.5325","-0.4158589","-0.4104535","24:00","24:00","8027","220","85","","19.461","13.939","","24:00","05:00","950","1","21:00","950","4.2","03:00","950","0.6","29:00","5","","","","24:00","1.09","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-156","","18","","493.97","0.23","0","165","67642","37574.8","10033.3","7.9","5.9","2","16860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-09-09 15:00 +08:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2023-09-07 12:00 +08:00","2023-09-07 04:00","null","2","2.5.773","Desktop","24:00","10° 46.00' N 111° 01.00' E","47","CNZJG","SGSIN","220","15.666666666666666","15.958333333333334","376","383","746","3.2291724262294084","1.427587870334743","83.7","14.71752","16.06251","16","180","2","2","180","0.3","180","29","28","1007","29","1.025","13.26186","0.9182826","-1.369472","-1.35992","24:00","24:00","7845","215","85","","32.4","","","24:00","00:00","0","","00:00","0","","24:00","850","5","24:00","4.5","","0.1","","00:00","0","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-146","","18","","457.07","0.23","0","164.9","67427","37489.8","10028.3","7.9","5.9","2","16860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-09-09 15:00 +08:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2023-09-08 12:00 +08:00","2023-09-08 04:00","null","2","2.5.773","Desktop","24:00","6° 05.57' N 107° 12.37' E","47","CNZJG","SGSIN","223.9","15.583333333333334","16","374","384","372","4.655211122881788","2.1058852170764877","84.5","15.09282","15.93231","14","180","2","2","180","0.4","45","29","28","1010","29","1.025","12.56191","0.8615572","-0.834632","-0.8358294","24:00","24:00","8064","220","85","","33.1","","","24:00","03:00","950","0.6","01:00","750","0.2","21:00","950","4.9","25:00","5","","0.1","","24:00","0.99","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-141","","18","","418.97","0.23","0","164.8","67207","37404.8","10022.6","7.9","5.9","2","16860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-09-09 15:00 +08:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instructions ","",""
"report_position: sea_passage_end","At sea","2023-09-09 06:12 +08:00","2023-09-08 22:12","null","4","2.5.773","Desktop","18:12","2° 01.35' N 104° 50.63' E","47","CNZJG","SGSIN","205.4","15.714285714285715","16.0989010989011","286","293","86","4.643926380441603","2.3100364666761877","85.2","15.75922","15.99044","16","135","2","2","135","0.4","45","29","28","1010","29","1.025","7.938273","0.4521729","-0.2480588","-0.2582671","18:12","18:12","7625","180","70","","25.1","","","18:12","03:00","750","0.8","18:00","750","3.9","00:00","0","","21:00","3.8","","0.1","","03:00","0.3","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-132","","14","","390.07","0.23","0","164.7","67027","37334.8","10017.9","7.9","5.9","2","16860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-09-09 15:00 +08:00","","Sailing (no stop since last report)","sea","vessel arriving Singapore ","",""
"report_position","Maneuvering","2023-09-09 12:00 +08:00","2023-09-09 04:00","null","3","2.5.773","Desktop","05:48","1° 16.80' N 104° 06.68' E","47","CNZJG","SGSIN","254.9","12.068965517241379","11.431034482758621","70","66.3","26","-16.07245440460578","-9.937196100362332","54.7","11.49863","12.43334","12","135","1","1","135","0.2","270","29","28","1010","29","1.025","7.987827","0.54","-0.8203931","-0.8129905","05:42","05:42","2784","27","15","","3.2","","","05:42","00:00","0","","05:48","750","1","00:00","0","","05:48","1.3","","","","","","01:00","01:00","0.1","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-133","","0","","385.47","0.23","0","164.7","67000","37319.8","10016.9","7.9","5.9","2","16860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-09-09 15:00 +08:00","","Sailing (no stop since last report)","river","vessel Proceeding to anchorage ","",""
"report_arrival: arrival","Maneuvering","2023-09-09 15:12 +08:00","2023-09-09 07:12","null","1","2.5.773","Desktop","03:12","1° 09.80' N 103° 43.10' E","47","CNZJG","SGSIN","","8.125","6.90625","26","22.1","","-62.18732669075995","-37.85922768714596","25.9","8.131626","8.393426","","","","","","","","","","","","1.025","5.583612","null","-0.1662959","-0.1484586","03:12","03:12","970","10","8","","1.2","","","03:12","00:00","0","","03:12","750","0.6","03:12","750","0.6","06:24","1","","","","06:00","0.3","02:00","02:00","0.2","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-134","","0","","383.07","0.23","0","164.7","66990","37311.8","10015.7","7.9","5.9","2","16860","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","","","Port","river","Vessel anchored at Singapore Sudong anchorage.","",""
"event: anchorage_begin","In port","2023-09-09 15:13 +08:00","2023-09-09 07:13","null","4","2.5.773","Desktop","","","","","","","","","","","","","","","null","null","","","","","","","","","","","","","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","||","","","","","","",""
"report_bunkering","In port","2023-09-10 09:00 +08:00","2023-09-10 01:00","null","3","2.5.773","Desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66990","37311.8","10015.7","","","","","","","","hfo","123056","1423.289","1423.289","RMG380","953","223.3","0.48","","mgo","122975","150.163","150.163","DMA","858.9","3.9","0.04","","","","","","","","","","","","1","||","","","","","vessel bunkered","",""
"report_stoppage: anchorage_end","Anchored","2023-09-10 10:42 +08:00","2023-09-10 02:42","null","7","2.5.773","Desktop","19:30","1° 10.05' N 103° 43.20' E","47","CNZJG","SGSIN","","0","0","0","0","","","","0","0.0999483","0.899743","","","","","","","","","","","","","3.816163","null","-0.7975276","0.7475971","00:00","00:00","0","","","","0","","","00:00","00:00","0","","19:29","750","4.5","00:00","0","","19:29","3","","","","00:00","0","16:00","16:00","1.2","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","","","","","1802.159","0.23","0","314.863","66990","37311.8","10011.2","7.9","5.9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","||","","","Sailing (stopped since last report)","berth","vessel at anchor ","",""
"report_departure: departure","In port","2023-09-10 10:43 +08:00","2023-09-10 02:43","null","3","2.5.773","Desktop","00:01","1° 10.05' N 103° 43.20' E","47","SGSIN","USHOU","","0","","0","","13335","","","","0.1","0.310522","","","","","","","","","","","","1.025","5.701483","null","-0.2545045","-0.3188019","00:00","00:00","0","","","","","","","00:00","00:00","0","","00:00","0","","00:00","0","","00:00","","","","","","","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-134","","","","1802.159","0.23","0","314.863","66990","37311.8","10011.2","7.9","5.2","","17122","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 12:00 -05:00","","Port","berth","vessel Proceeding to houston","",""
"report_position","Maneuvering","2023-09-10 12:00 +08:00","2023-09-10 04:00","null","3","2.5.773","Desktop","01:17","1° 11.98' N 103° 36.65' E","47","SGSIN","USHOU","283","7.792207792207793","6.233766233766234","10","8","13325","-36.56261334729865","-9.25009067783892","29.5","5.488079","5.258064","12","180","1","1","180","0.5","270","29","28","1010","29","1.025","5.700345","null","-0.2035428","-0.2135148","01:17","01:17","2168","3","5","","1.3","","","01:17","00:00","0","","01:00","750","0.3","01:17","850","0.5","02:17","0.4","","","","02:00","0.1","01:00","01:00","0.1","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-134","","","","1800.359","0.23","0","314.863","66987","37306.8","10010.4","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 12:00 -05:00","","Sailing (no stop since last report)","river","","",""
"report_position: sea_passage_begin","Maneuvering","2023-09-11 01:36 +08:00","2023-09-10 17:36","null","3","2.5.773","Desktop","13:36","3° 03.22' N 100° 47.25' E","47","SGSIN","USHOU","325.2","14.48529411764706","14.779411764705882","197","201","13128","-2.1684143110214023","-4.242899880788334","73.3","15.10514","14.6815","13","180","1","1","180","0.2","270","30","29","1010","29","1.025","2.807382","null","0.4118511","0.4097567","13:36","13:36","5565","85","40","","13.789","","","13:36","00:00","0","","13:00","850","3","04:00","750","1","17:00","2.8","","","","09:00","0.4","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-134","","","","1783.77","0.23","0","314.863","66902","37266.8","10006.4","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 12:00 -05:00","","Sailing (no stop since last report)","river","vessel proceeding to Houston at full speed","",""
"report_position","At sea","2023-09-11 12:00 +08:00","2023-09-11 04:00","null","4","2.5.773","Desktop","10:24","5° 04.40' N 98° 51.88' E","47","SGSIN","USHOU","308.4","15.769230769230768","15.576923076923077","164","162","12964","2.2452728205593675","3.4374036398208387","83.4","16.11045","15.73413","12","180","1","1","180","0.2","270","29","29","1010","29","1.025","4.773492","0.64","0.3784793","0.3801816","10:24","10:24","6635","92","40","","12.5","","","10:24","00:00","0","","10:24","750","2.5","00:00","0","","10:24","1.8","","0.863","","00:00","0","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-134","","","","1769.47","0.23","0","314","66810","37226.8","10003.9","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 12:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to Houston ","",""
"report_position","At sea","2023-09-12 12:00 +07:00","2023-09-12 05:00","null","5","2.5.773","Desktop","25:00","5° 07.55' N 93° 03.45' E","47","SGSIN","USHOU","217","15.76","15.68","394","392","12570","0.2696216809096544","0.7758672561334632","81.7","16.02698","15.72273","13","180","1","1","180","0.1","270","30","29","1010","29","1.025","8.256585","0.7249535","0.3145781","0.3218194","25:00","25:00","7050","200","90","","30.5","","","25:00","00:00","0","","25:00","750","5","02:00","750","0.5","27:00","4.7","","0.1","","01:00","0.1","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-128","","18","","1734.27","0.23","0","313.90000000000003","66610","37136.8","9998.4","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 12:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-09-13 12:00 +07:00","2023-09-13 05:00","null","4","2.5.773","Desktop","24:00","0° 16.97' N 89° 03.40' E","47","SGSIN","USHOU","205.3","15.708333333333334","16","377","384","12193","3.8904133511401975","2.1058852170764877","84.5","15.68579","15.04477","15","180","1","1","180","0.4","270","30","29","1010","29","1.025","13.91678","1.743795","0.630955","0.6109341","24:00","24:00","7860","220","80","","32.4","","","24:00","02:00","750","0.5","05:00","750","1.2","21:00","750","4.5","28:00","4.8","","0.1","","04:00","0.4","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-119","","19","","1697.07","0.23","0","313.8","66390","37056.8","9992.2","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 12:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to Houston ","",""
"report_position","At sea","2023-09-14 12:00 +06:00","2023-09-14 06:00","null","3","2.5.773","Desktop","25:00","4° 42.48' S 84° 47.78' E","47","SGSIN","USHOU","223.5","15.52","16","388","400","11805","4.817424458098153","1.8736334619568589","84.3","15.7514","15.11511","19","135","2","2","135","0.5","315","28","26","1010","28","1.025","18.26435","2.418509","0.6350329","0.557981","25:00","25:00","7803","220","80","","33.5","","","25:00","06:00","750","1.5","25:00","750","5","00:00","0","","31:00","5.6","","0.1","","11:00","0.5","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-119","","","","1657.97","0.23","0","313.7","66170","36976.8","9985.7","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 12:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instructions ","",""
"report_position","At sea","2023-09-15 12:00 +06:00","2023-09-15 06:00","null","3","2.5.773","Desktop","24:00","8° 57.98' S 80° 05.60' E","47","SGSIN","USHOU","227.3","15.791666666666666","16","379","384","11426","2.457064759417409","1.1702186480640766","83.7","15.78556","15.18589","18","135","2","2","135","0.2","315","29","27","1010","28","1.025","16.52789","2.450199","0.5914036","0.5821327","24:00","24:00","6173","210","80","","32.2","","","24:00","00:00","0","","00:00","0","","24:00","850","5","24:00","4.4","","0.1","","00:00","0","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-119","","18","","1621.37","0.23","0","313.6","65960","36896.8","9980.7","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 12:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-09-16 12:00 +05:00","2023-09-16 07:00","null","4","2.5.773","Desktop","25:00","13° 09.18' S 74° 51.22' E","47","SGSIN","USHOU","230.2","15.8","16","395","400","11031","2.054531889477532","0.814715837445602","83.4","15.93638","15.52997","0","135","2","2","135","0.2","315","25","24","1014","25","1.025","19.14465","2.48343","0.3997062","0.3939711","25:00","25:00","7856","210","80","","33.5","","","25:00","00:00","0","","01:00","750","0.2","24:00","850","1200","25:00","4.4","","0.1","","00:00","0","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-119","","18","","1583.47","0.23","0","313.5","65750","36816.8","8780.5","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 12:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-09-17 12:00 +05:00","2023-09-17 07:00","null","3","2.5.773","Desktop","24:00","16° 47.00' S 69° 29.87' E","47","SGSIN","USHOU","230.3","15.75","15.958333333333334","378","383","10653","2.4814146618837354","1.191486284395425","83.5","15.80071","15.26847","18","90","2","2","90","0.2","0","24","24","1014","24","1.025","19.77834","2.618162","0.5418908","0.5350758","24:00","24:00","7507","210","80","","31.3","","","24:00","00:00","0","","06:00","850","1.5","22:00","950","4","28:00","5","","0.1","","12:00","1","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-112","","19","","1547.17","0.23","0","313.40000000000003","65540","36736.8","8775","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 12:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instructions ","",""
"report_position","At sea","2023-09-18 12:00 +04:00","2023-09-18 08:00","null","3","2.5.773","Desktop","25:00","18° 03.88' S 62° 56.82' E","47","SGSIN","USHOU","262.9","15.72","15.52","393","388","10322","1.7256133383096899","2.975923601181068","82.7","15.69552","15.5366","22","90","2","2","90","0.2","0","23","22","1015","23","1.025","18.62035","2.690199","0.1446018","0.1453338","25:00","25:00","7598","220","80","","32.8","","","25:00","01:00","750","0.2","00:00","0","","24:00","950","5","25:00","4.2","","0.1","","03:00","0.3","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-103","","19","","1510.17","0.23","0","313.3","65320","36656.8","8769.8","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 19:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to Houston, passage plan ammended, distance to go increased by 62 nm to avoid adverse weather.","",""
"report_position","At sea","2023-09-19 12:00 +04:00","2023-09-19 08:00","null","2","2.5.773","Desktop","24:00","19° 41.50' S 56° 32.33' E","47","SGSIN","USHOU","242.1","15.833333333333334","15.625","380","375","9942","0.7771456540506951","2.082709527023712","82.5","15.84947","15.49224","18","90","2","2","90","0.2","315","24","22","1015","24","1.025","15.94409","2.465231","0.3464545","0.348722","24:00","24:00","7562","200","60","","31.5","","","24:00","00:00","0","","00:00","0","","24:00","950","4.5","24:00","4.2","","0.1","","07:00","0.46","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-94","","19","","1474.47","0.23","0","313.2","65120","36596.8","8765.3","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-09-20 12:00 +03:00","2023-09-20 09:00","null","2","2.5.773","Desktop","25:00","23° 25.93' S 51° 14.25' E","47","SGSIN","USHOU","228.3","15","15.4","375","385","9567","4.729122783050099","2.188566057264768","81.4","14.95787","14.84304","19","90","2","2","90","0.4","0","25","24","1015","25","1.025","12.02152","3.160883","0.1161095","0.1185708","25:00","25:00","7308","210","60","","32","","","25:00","00:00","0","","25:00","950","4","03:00","750","0.6","28:00","5.6","","0.1","","24:00","1.82","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-81","","18","","1436.87","0.23","0","313.1","64910","36536.8","8760.7","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding at full speed as per charterer's instructions ","",""
