meta_type,voyage_phase,local,utc,user_delay,corrections_sent,app_version_used,platform,duration_since_last,position,voyage_number,port_departure,port_arrival,true_heading,reported_sog,reported_stw,distance_over_ground_since_last_report,distance_through_water_since_last_report,distance_to_go,slip_nominal,slip_apparent,propellers_1_avg_rpm,sog,stw,wind_speed,wind_direction,wave_height,swell_height,swell_direction,current_speed,current_direction,dry_bulb_temperature,wet_bulb_temperature,barometric_pressure,sea_water_temperature,sea_water_specific_gravity,speed_wind_true,height_wave,current,current_longitudinal,main_engines_1_operating_hours,main_engines_1_steamtime_hours,main_engines_1_avg_power,main_engines_1_cylinder_consumption,main_engines_1_circulating_consumption,main_engines_sulphur_content_avg,main_engines_total_mass_hfo,main_engines_total_mass_lfo,main_engines_total_mass_mgo,main_engines_total_operating_hours,aux_engines_1_operating_hours,aux_engines_1_avg_power,aux_engines_1_circulating_consumption,aux_engines_2_operating_hours,aux_engines_2_avg_power,aux_engines_2_circulating_consumption,aux_engines_3_operating_hours,aux_engines_3_avg_power,aux_engines_3_circulating_consumption,aux_engines_total_operating_hours,aux_engines_total_mass_hfo,aux_engines_total_mass_lfo,aux_engines_total_mass_mgo,aux_engine_sulphur_content_avg,cargo_cooling_operating_hours_ae,cargo_cooling_fuel_consumption_ae,boilers_1_operating_hours,boilers_total_operating_hours,boilers_total_mass_hfo,boilers_total_mass_lfo,boilers_total_mass_mgo,boiler_sulphur_content_avg,gas_combustion_units_1_operating_hours,gas_combustion_units_1_mass_mgo,compressors_1_operating_hours,compressors_1_avg_power,compressors_1_mass_lfo,compressors_1_mass_mgo,compressors_2_operating_hours,compressors_2_avg_power,compressors_3_operating_hours,compressors_3_avg_power,unknown_1_operating_hours,unknown_1_mass_mgo,unknown_1_mass_lfo,unknown_1_mass_hfo,re_liquefaction_plant_1_operating_hours,re_liquefaction_plant_2_operating_hours,re_liquefaction_plant_3_operating_hours,re_liquefaction_plant_total_quantity,liquid_fresh_water_remaining,liquid_fresh_water_consumed,liquid_fresh_water_produced,liquid_fresh_water_operating_hours,fuel_rob_mass_hfo,fuel_rob_mass_lfo,fuel_rob_mass_mdo,fuel_rob_mass_mgo,me_cylinder_oil_rob,me_circulating_oil_rob,ae_circulating_oil_rob,draft_aft,draft_fore,trim,cargo_dwt,transverse_metacentric_height,cargo_total_mass,cargo_volume,bunkering_1_fuel_type,bunkering_1_bdn_number,bunkering_1_mass_change_bdn,bunkering_1_mass_change,bunkering_1_grade,bunkering_1_density,bunkering_1_viscosity,bunkering_1_sulphur,bunkering_1_calorific_value,bunkering_2_fuel_type,bunkering_2_bdn_number,bunkering_2_mass_change_bdn,bunkering_2_mass_change,bunkering_2_grade,bunkering_2_density,bunkering_2_viscosity,bunkering_2_sulphur,bunkering_2_calorific_value,bunkering_3_fuel_type,bunkering_3_bdn_number,bunkering_3_mass_change_bdn,bunkering_3_mass_change,bunkering_3_grade,bunkering_3_density,bunkering_3_viscosity,bunkering_3_sulphur,leg_type,leg_purpose,leg_number,instructions,eta_pilot,rta_pilot,vessel_status,performance_data_status,comment,leggingProblems,actions
"report_position_in_port","In port","2023-09-01 12:00 +08:00","2023-09-01 04:00","null","2","2.5.773","Desktop","20:00","32° 00.00' N 120° 27.00' E","46","CNQZH","CNZJG","","0","","0","","","","","0","0.41952","0.4017946","","","","","","","","","","","","","6.187932","null","null","null","00:00","00:00","0","","","","","","","00:00","00:00","0","","20:00","850","","17:00","850","","37:00","","","7.1","","","","17:00","17:00","","","1.4","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-164","","","","550.331","66.895","0","186.20000000000002","68437","37894.8","10074.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","||","","","Port","berth","vessel in port","",""
"report_position","At sea","2024-06-18 12:00 +08:00","2024-06-18 04:00","null","6","2.6.925","Desktop","23:00","6° 19.52' N 95° 12.30' E","V-03","USHOU","CNNBO","107","15.521739130434783","15.565217391304348","357","358","624","5.812320958388761","5.548489924658758","85.2","15.47839","15.42727","15","225","1","1.5","180","0.1","0","30","29","1012","","1.025","7.073765","1.912549","0.0524144","0.0448982","23:00","23:00","8200","192","","","33.7","","","23:00","23:00","848","","04:00","842","","00:00","0","","27:00","5.2","","","","","","00:00","00:00","","","","","00:00","","03:00","345.5","","","04:00","345.4","04:00","345.4","00:00","","","","","","","","52.01","","","","394.5","0","0","218.3","46636","33299.99","5100.01","11.9","11.7","0.2","52125","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-20 08:00 +08:00","","Sailing (no stop since last report)","sea","Ship's clock advanced by 1 hour. ","",""
"report_position","At sea","2024-06-19 12:00 +08:00","2024-06-19 04:00","null","6","2.6.925","Desktop","24:00","3° 29.08' N 100° 11.63' E","V-03","USHOU","CNNBO","120","15.291666666666666","15.75","367","378","257","5.432511569520269","2.598063687407798","83.6","14.92034","15.04251","15","135","1","1","180","0.5","0","31","28","1012","","1.025","6.040946","0.6539914","-0.1139319","-0.1126354","24:00","24:00","8000","197","","","34.2","","","24:00","24:00","795","","24:00","789","","00:00","0","","48:00","8.6","","","","","","00:00","00:00","","","","","00:00","","24:00","354.2","","","24:00","354.2","24:00","354.2","00:00","","","","","","","","52.01","","","","351.7","0","0","218.3","46439","33299.99","5100.01","11.9","11.7","0.2","52125","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-20 08:00 +08:00","","Sailing (no stop since last report)","sea","","",""
"report_position: sea_passage_end","At sea","2024-06-19 15:00 +08:00","2024-06-19 07:00","null","5","2.6.925","Desktop","03:00","2° 54.67' N 100° 44.28' E","V-03","USHOU","CNNBO","122","16.333333333333332","16","49","48","208","-1.009415435280802","1.0520012062555408","83.6","16.02887","15.50203","12","135","1","1","135","0.1","0","28","26","1011","","1.025","2.047621","null","0.419995","0.4215949","03:00","03:00","8000","28","","","5","","","03:00","03:00","795","","03:00","795","","00:00","0","","06:00","1.2","","","","","","00:00","00:00","","","","","00:00","","03:00","402.8","","","03:00","402.8","03:00","402.8","00:00","","","","","","","","52.01","","","","345.5","0","0","218.3","46411","33299.99","5100.01","11.4","11.4","0","49817.2","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-20 08:00 +08:00","","Sailing (no stop since last report)","sea","","",""
"event: anchorage_begin","Maneuvering","2024-06-20 09:47 +08:00","2024-06-20 01:47","<0 h","null","2.5.773","Desktop","","","","","","","","","","","","","","","null","null","","","","","","","","","","","","","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","||","","","","","","",""
"report_position","Anchored","2024-06-20 09:48 +08:00","2024-06-20 01:48","null","5","2.6.925","Desktop","18:48","1° 11.82' N 103° 40.48' E","V-03","USHOU","CNNBO","90","10.904255319148936","11.702127659574467","205","220","0","7.277369813873938","0.49278711732812863","60.8","11.30698","11.01724","12","135","1","1","135","0.1","0","","","","","","2.841621","null","0.389256","0.4047826","18:48","18:48","7800","80","","","16","","","18:48","18:48","779","","18:48","801","","00:00","0","","37:36","8","","","","","","00:00","00:00","","","","","00:00","","18:48","324.9","","","18:48","324.9","18:48","324.9","00:00","","","","","","","","52.01","","","","321.5","0","0","218.3","46331","33299.99","5100.01","11.4","11.4","0","49817.2","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-20 08:00 +08:00","","Sailing (stopped since last report)","river","","",""
"report_position","Anchored","2024-06-20 12:00 +08:00","2024-06-20 04:00","null","5","2.6.925","Desktop","02:12","1° 11.82' N 103° 40.48' E","V-03","USHOU","CNNBO","90","0","0","0","0","0","","","0","0.1668102","0.8373438","12","135","0.5","0.5","135","0.1","0","32","28","1012","","1.025","5.478845","null","-0.751147","-0.7367378","00:00","00:00","0","","","","","","","00:00","01:00","552","","02:00","779","","00:00","0","","03:00","0.4","","","","","","02:00","02:00","0.1","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","321","0","0","218.3","46331","33299.99","5100.01","11.4","11.4","0","49817.2","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-20 08:00 +08:00","","Sailing (no stop since last report)","berth","Vessel carrying out bunkering Operations at Sudong anchorage, Singapore","",""
"report_bunkering","Anchored","2024-06-20 18:40 +08:00","2024-06-20 10:40","null","1","2.5.773","Desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46331","33299.99","5100.01","","","","","","","","lfo","24648","1428.557","1428.557","RMD80","927.4","55.22","0.489","","mgo","25228","49.755","49.755","DMA","878.7","4.46","0.088","","","","","","","","","","","","1","||","","","","","","",""
"report_stoppage: anchorage_end","Anchored","2024-06-21 08:00 +08:00","2024-06-21 00:00","null","5","2.6.925","Desktop","20:00","1° 11.82' N 103° 40.48' E","V-03","USHOU","CNNBO","","0","0","0","0","","","","0","0.1001052","0.6926525","","","","","","","","","","","","","5.599038","null","-0.57994","0.1406291","00:00","00:00","0","","","","","","","00:00","05:00","677","","19:00","0","","00:00","0","","24:00","4.207","","","","","","20:00","20:00","1.5","","","","00:00","","05:00","418.3","","","05:00","418.3","05:00","418.3","00:00","","","","","","","","","","","","315.293","1428.557","0","268.055","46331","33299.99","5100.01","11.4","11.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","||","","","Sailing (stopped since last report)","berth","Vessel instructed to proceed to Ningbo by Charterers. SBE given at Anchor ","",""
"report_position","Maneuvering","2024-06-21 12:00 +08:00","2024-06-21 04:00","null","5","2.6.925","Desktop","04:00","1° 12.47' N 103° 53.23' E","V-03","USHOU","CNNBO","57","9.5","10.5","38","42","2194","31.784287637159853","24.60368633580826","72","9.221813","8.764995","15","225","1","1","180","1","270","29","27","1012","","1.025","5.355977","null","0.359975","0.3569933","04:00","04:00","5600","17","","","4.2","","","04:00","04:00","677","","04:00","681","","00:00","0","","08:00","3.4","","","","","","00:00","00:00","","","","","00:00","","04:00","341.7","","","01:00","341.7","04:00","341.7","00:00","","","","","","","","52.01","","","","307.693","1428.557","0","268.055","46314","33299.99","5100.01","12","11.1","0","51265.9","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-27 17:00 +08:00","","Sailing (stopped since last report)","river","Vessel Proceeding towards Ningbo, China as instructed by Charterers","",""
"report_position: sea_passage_begin","Maneuvering","2024-06-21 15:30 +08:00","2024-06-21 07:30","null","5","2.6.925","Desktop","03:30","1° 29.42' N 104° 32.87' E","V-03","USHOU","CNNBO","47","12.857142857142858","12","45","42","2149","-8.970249257045273","-1.7055659732422557","61","12.908","10.84191","18","225","1","1","180","1","270","30","27","1011","","1.025","8.052277","null","1.963054","1.975425","03:30","03:30","5600","44","","","3.2","","","03:30","03:30","677","","03:30","681","","00:00","0","","07:00","1.4","","","","","","00:00","00:00","","","","","00:00","","03:30","266.7","","","01:00","233.3","03:30","266.7","00:00","","","","","","","","52.01","","","","303.093","1428.557","0","268.055","46270","33299.99","5100.01","12","11.1","0","51265.9","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-27 17:00 +08:00","","Sailing (no stop since last report)","river","Vessel Proceeding towards Ningbo, China as instructed by Charterers","",""
"report_position","At sea","2024-06-22 12:00 +08:00","2024-06-22 04:00","null","8","2.6.925","Desktop","20:30","5° 54.48' N 107° 08.30' E","V-03","USHOU","CNNBO","33","15.804878048780488","15.804878048780488","324","324","1825","2.7241189559059262","2.7241189559059262","84","15.64542","15.33604","15","225","1","1","225","0.1","0","25","25","1010","","1.025","16.58126","1.260101","0.2851542","0.2968124","20:30","20:30","8300","205","","","30.5","","","20:30","20:30","660","","04:00","626","","00:00","0","","24:30","4.25","","0.055","","","","00:00","00:00","","","","","00:00","","05:00","407.5","","","00:00","0","05:00","407.5","00:00","","","","","","","","52.01","","","","268.343","1428.557","0","268","46065","33299.99","5100.01","12","11.1","0.9","51265.9","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-27 17:00 +08:00","","Sailing (no stop since last report)","sea","Vessel Proceeding towards Ningbo as instructed by Charterers.","",""
"report_position","At sea","2024-06-23 12:00 +08:00","2024-06-23 04:00","null","5","2.6.925","Desktop","24:00","10° 47.32' N 111° 01.57' E","V-03","USHOU","CNNBO","40","15.625","15.833333333333334","375","380","1450","7.78337369839562","6.5538186810408945","87.6","15.56027","15.36552","15","225","1","1.5","225","0.1","0","29","27","1011","0","1.025","24.69179","2.670989","0.1810637","0.1724337","24:00","24:00","8200","260","","","35","","","24:00","24:00","677","","01:00","575","","00:00","0","","25:00","4","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","229.343","1428.557","0","268","45805","33299.99","5100.01","12","11.1","0.9","51265.9","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-27 16:00 +08:00","","Sailing (no stop since last report)","sea","Vessel proceeding towards Ningbo, Chi9na as instructed by Charterers ","",""
"report_position","At sea","2024-06-24 12:00 +08:00","2024-06-24 04:00","null","5","2.6.925","Desktop","24:00","15° 31.48' N 115° 05.67' E","V-03","USHOU","CNNBO","40","15.458333333333334","15.833333333333334","371","380","1079","7.177592933747682","4.925836428097356","86.1","15.44819","15.62959","18","225","1","1.5","225","0.5","270","33","30","1011","","1.025","20.35778","2.462986","-0.1779144","-0.1902075","24:00","24:00","8300","224","","","35.4","","","24:00","22:00","570","","03:00","634","","00:00","0","","25:00","4","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","189.943","1428.557","0","267.9","45581","33299.99","5100.01","12","11.1","0.9","51265.9","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-27 15:00 +08:00","","Sailing (no stop since last report)","sea","Vessel proceeding towards Ningbo, China as instructed by Charterers","",""
"report_position","At sea","2024-06-25 12:00 +08:00","2024-06-25 04:00","null","4","2.6.925","Desktop","24:00","19° 50.83' N 119° 42.57' E","V-03","USHOU","CNNBO","53","15.458333333333334","15.833333333333334","371","380","708","5.420008894623377","3.1256155793986076","84.5","15.46533","15.22421","15","90","1","1.5","135","0.5","270","34","30","","","1.025","9.244102","1.45233","0.2444825","0.2352318","24:00","24:00","8000","221","","","34","","","24:00","22:00","753","","03:00","589","","00:00","0","","25:00","3.9","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","152.043","1428.557","0","267.8","45360","33299.99","5100.01","12","11.1","0.9","51265.9","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-27 13:30 +08:00","","Sailing (no stop since last report)","sea","Vessel Proceeding towards Ningbo, China as instructed by Charterers","",""
"report_position","At sea","2024-06-26 12:00 +08:00","2024-06-26 04:00","null","4","2.6.925","Desktop","24:00","25° 13.50' N 122° 48.05' E","V-03","USHOU","CNNBO","10","16.125","15.833333333333334","387","380","321","3.1744702570359915","4.925836428097356","86.1","16.2739","15.29762","15","135","1","1.5","135","0.5","135","34","30","1012","","1.025","12.60748","1.200786","0.9632208","0.9587763","24:00","24:00","7500","216","","","34","","","24:00","24:00","764","","03:00","794","40","00:00","0","","27:00","4.6","","","","","","00:00","00:00","","","","","00:00","","03:00","413.9","","","03:00","413.9","03:00","413.9","00:00","","","","","","","","52.01","","","","113.443","1428.557","0","267.70000000000005","45144","33299.99","5060.01","12","11.1","0.9","51265.9","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-27 13:30 +08:00","","Sailing (no stop since last report)","sea","Vessel Proceeding towards Ningbo as Instructed by Charterers","",""
"report_position: sea_passage_end","At sea","2024-06-27 04:18 +08:00","2024-06-26 20:18","null","4","2.6.925","Desktop","16:18","28° 55.08' N 123° 31.87' E","V-03","USHOU","CNNBO","10","13.803680981595091","14.417177914110429","225","235","96","13.809800330535676","9.979124789670596","82.8","13.82565","13.42079","15","135","1","1.5","135","0.5","225","30","28","1011","","1.025","11.26763","0.834523","0.3839309","0.3813319","16:18","16:18","7000","118","","","19","","","16:18","16:18","624","","09:00","600","","00:00","0","","25:18","5","","","","","","00:00","00:00","","","","","00:00","","09:18","357.5","","","09:00","369.4","09:00","369.4","00:00","","","","","","","","52.01","","","","89.443","1428.557","0","267.70000000000005","45026","33299.99","5060.01","11.95","11.25","0.7","51034.4","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-27 13:30 +08:00","","Sailing (no stop since last report)","sea","Vessel proceeding to Ningbo, China for Discharging Operations. EOSP :  27 Jun 2024 / 0418 LT","",""
"report_position","Maneuvering","2024-06-27 12:00 +08:00","2024-06-27 04:00","null","1","2.6.925","Desktop","07:42","29° 42.08' N 122° 30.15' E","V-03","USHOU","CNNBO","85","11.03896103896104","11.03896103896104","85","85","11","","","49.1","11.26859","11.1588","15","135","1","1","135","0.1","270","30","28","1012","","1.025","9.294858","0.832759","0.1968431","0.2000141","07:42","00:00","7102","35","","","5.6","","","07:42","07:00","680","","01:00","670","","00:00","0","","08:00","1.4","","","","","","00:00","00:00","","","0","","00:00","0","00:00","0","","","00:00","0","00:00","0","00:00","0","","","","","","","52.01","","","","82.443","1428.557","0","267.70000000000005","44991","33299.99","5060.01","7.9","6","1.9","19800.3","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","2024-06-27 13:30 +08:00","","Anchoring/Drifting","river","Proceeding towards Ningbo Pilot station at safe manoeuvering speed.","",""
"event: pilotage_begin","Maneuvering","2024-06-27 13:32 +08:00","2024-06-27 05:32","29 h","null","2.5.773","Desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","||","","","","","","",""
"event: pilotage_end","Maneuvering","2024-06-27 17:29 +08:00","2024-06-27 09:29","null","2","2.5.773","Desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","||","","","","","","",""
"report_arrival: arrival","Maneuvering","2024-06-27 17:30 +08:00","2024-06-27 09:30","null","2","2.6.925","Desktop","05:30","29° 56.68' N 121° 58.48' E","V-03","USHOU","CNNBO","","6.181818181818182","6.363636363636363","34","35","","","","35.7","6.121159","6.288692","","","","","","","","","","","","1","5.293132","0.86","0.4240909","0.4054081","04:00","00:00","35.7","12","","","1.6","","","04:00","05:00","720","","05:00","720","","00:00","0","","10:00","1.4","","","","","","02:00","02:00","0.4","","","","00:00","0","04:00","370","","","01:00","370","05:00","370","00:00","0","","","","","","","52.01","","","","79.043","1428.557","0","267.70000000000005","44979","33299.99","5060.01","7.9","6","1.9","19800.3","8","46807.664","82146","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","sog|16|charterparty","","","Port","river","Vessel all Fast at Ningbo Berth for Discharging Operations.","",""
"report_position_in_port","In port","2024-06-28 12:00 +08:00","2024-06-28 04:00","null","6","2.6.925","Desktop","18:30","29° 56.68' N 121° 58.48' E","V-03","USHOU","CNNBO","","0","","0","","","","","0","0.063333","0.0997124","","","","","","","","","","","","","6.031548","null","null","null","00:00","00:00","0","","","","","","","00:00","16:00","672","","18:30","660","","00:00","0","","34:30","5.6","","","","","","18:30","18:30","1","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","72.443","1428.557","0","267.70000000000005","44979","33299.99","5060.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","||","","","Sailing (no stop since last report)","berth","Vessel All fast at Platinum Terminal Ningbo China. ETC cargo operation 30 June 2024 / 0700 LT","",""
"report_position_in_port","In port","2024-06-29 12:00 +08:00","2024-06-29 04:00","null","6","2.6.925","Desktop","24:00","29° 56.58' N 121° 58.48' E","V-03","USHOU","CNNBO","","0","","0","","","","","0","0.064996","0.0656035","","","","","","","","","","","","","9.518031","null","null","null","00:00","00:00","0","","","","","","","00:00","24:00","672","","24:00","660","","00:00","0","","48:00","7.5","","","","","","20:00","20:00","2","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","62.943","1428.557","0","267.70000000000005","44979","33299.99","5060.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","||","","","Sailing (no stop since last report)","berth","Vessel All Fast at Platinum Berth Ningbo China ","",""
"report_departure: departure","In port","2024-06-30 11:00 +08:00","2024-06-30 03:00","null","8","2.6.925","Desktop","23:00","29° 56.68' N 121° 58.48' E","V-04","CNNBO","USHOU","","0","","0","","2249","","","","0.0660965","0.0506164","","","","","","","","","","","","1.016","4.458418","null","null","null","00:00","00:00","0","","","","","","","00:00","21:00","700","","23:00","700","","00:00","0","","44:00","6.8","","","","","","23:00","23:00","2.2","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","53.943","1428.557","0","267.70000000000005","44979","33299.99","5060.01","8.3","6.4","1.9","20867.2","7.9","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","ttl_fuel|0|vesseloperator","2024-07-06 20:00 +08:00","","Port","berth","Vessel proceeding towards Singapore as instructed by Charterers for bunkering. SBE : 30 June 2024 / 1100 LT. Departure Berth Ningbo, China , Vessel in Ballast Condition no cargo on board.","",""
"event: pilotage_begin","In port","2024-06-30 11:12 +08:00","2024-06-30 03:12","19 h","null","2.5.773","Desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","||","","","","","","",""
"report_position","Maneuvering","2024-06-30 12:00 +08:00","2024-06-30 04:00","null","7","2.6.925","Desktop","01:00","29° 55.23' N 122° 05.73' E","V-04","CNNBO","USHOU","90","7","7","7","7","2242","49.38429292473841","49.38429292473841","71.5","6.995323","6.486629","18","45","1","0.5","180","0.1","0","29","26","1011","","1.016","2.433431","null","-0.2922531","-0.2844411","01:00","01:00","4800","4","","","1.1","","","01:00","01:00","700","","01:00","700","","00:00","0","","02:00","0.3","","","","","","01:00","01:00","0.1","","","","00:00","","01:00","337.5","","","00:00","0","01:00","337.5","00:00","","","","","","","","52.01","","","","52.443","1428.557","0","267.70000000000005","44975","33299.99","5060.01","8.3","6.4","1.9","20867.2","7.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-07-06 20:00 +08:00","","Sailing (no stop since last report)","river","Vessel proceeding towards Singapore for bunkering as instructed by charterers","",""
"event: pilotage_end","Maneuvering","2024-06-30 13:06 +08:00","2024-06-30 05:06","17 h","null","2.5.773","Desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","||","","","","","","",""
"report_position: sea_passage_begin","Maneuvering","2024-06-30 15:42 +08:00","2024-06-30 07:42","null","8","2.6.925","Desktop","03:42","29° 40.13' N 122° 52.43' E","V-04","CNNBO","USHOU","90","12.702702702702702","13.243243243243242","47","49","2195","8.149102990838044","4.240554181937535","71.5","12.6895","13.11475","18","45","1","0.5","180","0.5","270","29","26","1011","","1.025","14.88837","2.44","-0.4333986","-0.4293821","03:42","03:42","4800","23","","","4","","","03:42","03:42","700","","03:42","700","","00:00","0","","07:24","1.4","","","","","","03:42","03:42","0.1","","","","00:00","","03:42","341.2","","","00:00","0","03:00","420.8","00:00","","","","","","","","52.01","","","","46.943","1428.557","0","267.70000000000005","44952","33299.99","5060.01","8.3","6.4","1.9","20867.2","7.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-07-06 20:00 +08:00","","Sailing (no stop since last report)","river","","",""
"report_position","At sea","2024-07-01 12:00 +08:00","2024-07-01 04:00","null","5","2.6.925","Desktop","20:18","25° 22.93' N 123° 46.67' E","V-04","CNNBO","USHOU","204","13.990147783251231","14.975369458128078","284","304","1911","10.149658593129516","3.8221697616597625","80.5","14.12231","14.14016","22","180","1","1.5","180","1.5","45","33","29","1009","","1.025","20.19934","2.083937","-0.0306916","-0.0574758","20:18","20:18","7900","180","","","28.5","","","20:18","20:18","698","40","00:00","0","","00:00","0","","20:18","4.4","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","14.043","1428.557","0","267.6","44772","33299.99","5020.01","8.3","6.4","1.9","20867.2","7.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-07-06 20:00 +08:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-07-02 12:00 +08:00","2024-07-02 04:00","null","5","2.6.925","Desktop","24:00","20° 39.37' N 120° 50.23' E","V-04","CNNBO","USHOU","233","14.083333333333334","15.875","338","381","1573","12.169725940042017","0.9960520211716232","82.9","14.10822","14.696","19","135","1","1.5","135","2","45","31","28","1011","","1.025","14.84666","1.225712","-0.617322","-0.6297274","24:00","24:00","8000","214","","","14.043","20.157","","24:00","24:00","573","","00:00","0","","00:00","0","","24:00","","4.4","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","24:00","0","00:00","0","00:00","","","","","","","","52.01","","","","0","1404","0","267.5","44558","33299.99","5020.01","8.3","6.4","1.9","20867.2","7.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-07-06 20:00 +08:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-07-03 12:00 +08:00","2024-07-03 04:00","null","5","2.6.925","Desktop","24:00","16° 39.37' N 116° 04.08' E","V-04","CNNBO","USHOU","220","15.208333333333334","16.25","365","390","1208","6.284166567580502","-0.13472613327014885","83.9","15.21694","15.41105","18","135","1","1.5","135","1","45","29","27","1011","","1.025","7.948919","0.768311","-0.1852835","-0.1927145","24:00","24:00","8100","210","","","","34.6","","24:00","24:00","622","","06:00","641","","00:00","0","","30:00","","5.4","","","","","00:00","00:00","","","","","00:00","","07:00","344.6","","","05:00","344.6","02:00","344.6","00:00","","","","","","","","52.01","","","","0","1364","0","267.4","44348","33299.99","5020.01","8.3","6.4","1.9","20867.2","7.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-07-06 21:00 +08:00","","Sailing (no stop since last report)","sea","","",""
