type,timestamp,charterparty_id,passage_id,leg_number,lat,lon,total_time_in_port,total_time_on_anchorage,total_time_drifting,port_departure,port_departure_unlocode,port_departure_name,port_arrival,port_arrival_unlocode,port_arrival_name,leg_purpose,leg_type,port_departure_eu_mrv,cargo_operations_done,cargo_operations_type_wpl,port_shipyard_stay,vessel_status,performance_data_status,duration_since_last,comment,eta_pilot,etb,etd,awaiting_charterers_voyage_orders,general_course,true_heading,distance_to_go,distance_over_ground_since_last_report,distance_through_water_since_last_report,slip_nominal,slip_apparent,draft_fore,draft_midship,draft_aft,trim,ballast_quantity,wind_direction,wave_height,swell_direction,swell_height,current_direction,current_speed,dry_bulb_temperature,wet_bulb_temperature,barometric_pressure,sea_water_temperature,sea_water_specific_gravity,vessel_is_operating_in_ice_conditions,cargo_dwt,cargo_displacement,transverse_metacentric_height,re_liquefaction_plant.1.operating_hours,re_liquefaction_plant.2.operating_hours,re_liquefaction_plant.3.operating_hours,cargo_total_mass,cargo_volume,fuel_rob.1.mass,fuel_rob.1.type,fuel_rob.1.type_group,fuel_rob.10.mass,fuel_rob.10.type,fuel_rob.10.type_group,fuel_rob.11.mass,fuel_rob.11.type,fuel_rob.11.type_group,fuel_rob.12.mass,fuel_rob.12.type,fuel_rob.12.type_group,fuel_rob.13.mass,fuel_rob.13.type,fuel_rob.13.type_group,fuel_rob.14.mass,fuel_rob.14.type,fuel_rob.14.type_group,fuel_rob.15.mass,fuel_rob.15.type,fuel_rob.15.type_group,fuel_rob.16.mass,fuel_rob.16.type,fuel_rob.16.type_group,fuel_rob.17.mass,fuel_rob.17.type,fuel_rob.17.type_group,fuel_rob.18.mass,fuel_rob.18.type,fuel_rob.18.type_group,fuel_rob.19.mass,fuel_rob.19.type,fuel_rob.19.type_group,fuel_rob.2.mass,fuel_rob.2.type,fuel_rob.2.type_group,fuel_rob.20.mass,fuel_rob.20.type,fuel_rob.20.type_group,fuel_rob.21.mass,fuel_rob.21.type,fuel_rob.21.type_group,fuel_rob.22.mass,fuel_rob.22.type,fuel_rob.22.type_group,fuel_rob.23.mass,fuel_rob.23.type,fuel_rob.23.type_group,fuel_rob.24.mass,fuel_rob.24.type,fuel_rob.24.type_group,fuel_rob.25.mass,fuel_rob.25.type,fuel_rob.25.type_group,fuel_rob.26.mass,fuel_rob.26.type,fuel_rob.26.type_group,fuel_rob.27.mass,fuel_rob.27.type,fuel_rob.27.type_group,fuel_rob.28.mass,fuel_rob.28.type,fuel_rob.28.type_group,fuel_rob.29.mass,fuel_rob.29.type,fuel_rob.29.type_group,fuel_rob.3.mass,fuel_rob.3.type,fuel_rob.3.type_group,fuel_rob.30.mass,fuel_rob.30.type,fuel_rob.30.type_group,fuel_rob.31.mass,fuel_rob.31.type,fuel_rob.31.type_group,fuel_rob.32.mass,fuel_rob.32.type,fuel_rob.32.type_group,fuel_rob.33.mass,fuel_rob.33.type,fuel_rob.33.type_group,fuel_rob.34.mass,fuel_rob.34.type,fuel_rob.34.type_group,fuel_rob.35.mass,fuel_rob.35.type,fuel_rob.35.type_group,fuel_rob.36.mass,fuel_rob.36.type,fuel_rob.36.type_group,fuel_rob.37.mass,fuel_rob.37.type,fuel_rob.37.type_group,fuel_rob.38.mass,fuel_rob.38.type,fuel_rob.38.type_group,fuel_rob.39.mass,fuel_rob.39.type,fuel_rob.39.type_group,fuel_rob.4.mass,fuel_rob.4.type,fuel_rob.4.type_group,fuel_rob.40.mass,fuel_rob.40.type,fuel_rob.40.type_group,fuel_rob.41.mass,fuel_rob.41.type,fuel_rob.41.type_group,fuel_rob.42.mass,fuel_rob.42.type,fuel_rob.42.type_group,fuel_rob.43.mass,fuel_rob.43.type,fuel_rob.43.type_group,fuel_rob.44.mass,fuel_rob.44.type,fuel_rob.44.type_group,fuel_rob.45.mass,fuel_rob.45.type,fuel_rob.45.type_group,fuel_rob.46.mass,fuel_rob.46.type,fuel_rob.46.type_group,fuel_rob.47.mass,fuel_rob.47.type,fuel_rob.47.type_group,fuel_rob.48.mass,fuel_rob.48.type,fuel_rob.48.type_group,fuel_rob.49.mass,fuel_rob.49.type,fuel_rob.49.type_group,fuel_rob.5.mass,fuel_rob.5.type,fuel_rob.5.type_group,fuel_rob.50.mass,fuel_rob.50.type,fuel_rob.50.type_group,fuel_rob.51.mass,fuel_rob.51.type,fuel_rob.51.type_group,fuel_rob.6.mass,fuel_rob.6.type,fuel_rob.6.type_group,fuel_rob.7.mass,fuel_rob.7.type,fuel_rob.7.type_group,fuel_rob.8.mass,fuel_rob.8.type,fuel_rob.8.type_group,fuel_rob.9.mass,fuel_rob.9.type,fuel_rob.9.type_group,propellers.1.id,propellers.1.avg_rpm,propellers.1.ttl_rev,main_engines.1.id,main_engines.1.operating_hours,main_engines.1.steamtime_hours,main_engines.1.avg_power,main_engines.1.work,main_engines.1.cylinder_consumption,main_engines.1.circulating_consumption,main_engines.1.power_limit,aux_engines.1.id,aux_engines.1.operating_hours,aux_engines.1.avg_power,aux_engines.1.work,aux_engines.1.circulating_consumption,aux_engines.2.id,aux_engines.2.operating_hours,aux_engines.2.avg_power,aux_engines.2.work,aux_engines.2.circulating_consumption,aux_engines.3.id,aux_engines.3.operating_hours,aux_engines.3.avg_power,aux_engines.3.work,aux_engines.3.circulating_consumption,boilers.1.id,boilers.1.operating_hours,gas_combustion_units.1.id,gas_combustion_units.1.operating_hours,gas_combustion_units.1.fuel_consumption,gas_combustion_units.1.fuel_consumption.1.mass,gas_combustion_units.1.fuel_consumption.1.type,gas_combustion_units.1.fuel_consumption.1.bunker_lot_id,compressors.1.id,compressors.1.operating_hours,compressors.1.fuel_consumption,compressors.1.fuel_consumption.1.mass,compressors.1.fuel_consumption.1.type,compressors.2.id,compressors.2.operating_hours,compressors.3.id,compressors.3.operating_hours,compressors.1.fuel_consumption.1.bunker_lot_id,unknown.1.operating_hours,unknown.1.fuel_consumption.1.mass,unknown.1.fuel_consumption.1.type,bunkering_place,bunkering.1.lot_id,bunkering.1.fuel_type,bunkering.1.lot_name,bunkering.1.bdn_number,bunkering.1.grade,bunkering.1.density,bunkering.1.viscosity,bunkering.1.sulphur,bunkering.1.calorific_value,bunkering.2.lot_id,bunkering.2.fuel_type,bunkering.2.lot_name,bunkering.2.bdn_number,bunkering.2.grade,bunkering.2.density,bunkering.2.viscosity,bunkering.2.sulphur,bunkering.3.lot_id,bunkering.3.fuel_type,bunkering.3.lot_name,bunkering.3.bdn_number,bunkering.3.grade,bunkering.3.density,bunkering.3.viscosity,bunkering.3.sulphur,bunkering.2.calorific_value,me_circulating_oil,me_cylinder_oil,ae_circulating_oil,liquids.1.type,liquids.1.remaining,unknown.1.id,unknown.1.fuel_consumption,fuel_rob.1.lot_id,fuel_rob.2.lot_id,fuel_rob.3.lot_id,fuel_rob.4.lot_id,fuel_rob.5.lot_id,fuel_rob.6.lot_id,fuel_rob.7.lot_id,fuel_rob.8.lot_id,fuel_rob.9.lot_id,fuel_rob.10.lot_id,fuel_rob.11.lot_id,fuel_rob.12.lot_id,fuel_rob.13.lot_id,fuel_rob.14.lot_id,fuel_rob.15.lot_id,fuel_rob.16.lot_id,fuel_rob.17.lot_id,fuel_rob.18.lot_id,fuel_rob.19.lot_id,fuel_rob.20.lot_id,fuel_rob.21.lot_id,fuel_rob.22.lot_id,fuel_rob.23.lot_id,fuel_rob.24.lot_id,fuel_rob.25.lot_id,fuel_rob.26.lot_id,fuel_rob.27.lot_id,fuel_rob.28.lot_id,fuel_rob.29.lot_id,fuel_rob.30.lot_id,fuel_rob.31.lot_id,fuel_rob.32.lot_id,other_minor.1.id,other_minor.1.operating_hours,other_minor.1.fuel_consumption,cargo_report,boilers_total.fuel_consumption.1.mass,boilers_total.fuel_consumption.1.type,boilers_total.fuel_consumption.1.bunker_lot_id,aux_engines_total.fuel_consumption.1.mass,aux_engines_total.fuel_consumption.1.type,aux_engines_total.fuel_consumption.1.bunker_lot_id,stevedore_damages,cargo_report_units,main_engines_total.fuel_consumption,me_cylinder_oil_rob,re_liquefaction_plant.1.id,re_liquefaction_plant.2.id,re_liquefaction_plant.3.id,ae_circulating_oil_rob,delays_on_ship_account,me_circulating_oil_rob,re_liquefaction_plant_total.quantity,remaining_quantity_to_load_m3,stoppages_not_on_vessel_account,dangerous_cargo_on_board_mass_m3,remaining_quantity_to_discharge_m3,quantity_loaded_since_last_report_m3,quantity_discharged_since_last_report_m3,quantity_loaded_since_commencement_of_cargo_operations_m3,quantity_discharged_since_commencement_of_cargo_operations_m3,resent_timestamp,event_id,voyage_name,voyage_number,voyage_direction,instruction_type_ops,instruction_value_ops,instruction_origin_ops,instruction_value_cp_speed,wind_speed,main_engines_total.fuel_consumption.1.mass,main_engines_total.fuel_consumption.1.type,main_engines_total.fuel_consumption.1.bunker_lot_id,boilers_total.fuel_consumption,cargo_cooling_operating_hours_ae,cargo_cooling_fuel_consumption_ae,aux_engines_total.fuel_consumption.2.mass,aux_engines_total.fuel_consumption.2.type,aux_engines_total.fuel_consumption.2.bunker_lot_id,main_engines_total.fuel_consumption.2.mass,main_engines_total.fuel_consumption.2.type,main_engines_total.fuel_consumption.2.bunker_lot_id,liquids.1.produced,liquids.1.discharged,bunkering.1.fuel_info,bunkering.1.mass_change,bunkering.1.fuel_type_group,bunkering.1.mass_change_bdn,bunkering.2.fuel_info,bunkering.2.mass_change,bunkering.2.fuel_type_group,bunkering.2.mass_change_bdn,discharge,fuel_rob.33.lot_id,fuel_rob.34.lot_id,aux_engines_total.fuel_consumption,aux_engines_total.fuel_consumption.3.mass,aux_engines_total.fuel_consumption.3.type,aux_engines_total.fuel_consumption.3.bunker_lot_id,boilers_total.fuel_consumption.2.mass,boilers_total.fuel_consumption.2.type,boilers_total.fuel_consumption.2.bunker_lot_id,fumigation,thrusters_used,tugs_employed_for_berthing,tugs_employed_for_shifting,type_of_cargo_to_be_loaded,estimated_draft_aft_on_departure,estimated_draft_fore_on_departure,quantity_of_cargo_to_be_loaded_mt,estimated_time_to_finish_cargo_operations,commenced_cargo_operations,protest_issued,bunker_barge_off,bunker_barge_fast,unknown.1.fuel_consumption.1.bunker_lot_id,fuel_rob.35.lot_id,other_minor.1.fuel_consumption.1.mass,other_minor.1.fuel_consumption.1.type,other_minor.1.fuel_consumption.1.bunker_lot_id,port_departure_terminal,completed_cargo_operations,tugs_employed_for_unberting,liquids.1.bunkered,bunkering.3.fuel_info,bunkering.3.mass_change,bunkering.3.fuel_type_group,bunkering.3.mass_change_bdn,fuel_rob.36.lot_id,fuel_rob.37.lot_id,type_of_cargo_to_be_discharged,quantity_of_cargo_to_be_discharged_mt,port_arrival_terminal,dangerous_cargo_on_board_mass_mt,average_rate_of_cargo_transfer_mt,quantity_loaded_since_last_report_mt,quantity_discharged_since_last_report_mt,hose_connected_disconnected_date_and_time,quantity_loaded_since_commencement_of_cargo_operations_mt,quantity_discharged_since_commencement_of_cargo_operations_mt,remaining_quantity_to_load_mt,remaining_quantity_to_discharge_mt,protest_received,fuel_rob.38.lot_id,fuel_rob.39.lot_id,fuel_rob.40.lot_id,fuel_rob.41.lot_id,compressors.1.work,compressors.1.avg_power,compressors.1.re_liquefaction_quantity,compressors.2.work,compressors.2.avg_power,compressors.2.re_liquefaction_quantity,compressors.3.work,compressors.3.avg_power,compressors.3.re_liquefaction_quantity,fuel_rob.42.lot_id,fuel_rob.43.lot_id,max_cargo_rate_required_by_terminal_mt,fuel_rob.44.lot_id,fuel_rob.45.lot_id,fuel_rob.46.lot_id,fuel_rob.47.lot_id,fuel_rob.48.lot_id,temperature_at_manifold,average_pressure_at_manifold,dangerous_cargo_on_board_classes,fuel_rob.49.lot_id,main_engines_total.fuel_consumption.3.mass,main_engines_total.fuel_consumption.3.type,main_engines_total.fuel_consumption.3.bunker_lot_id,liquids.1.consumed,liquids.1.operating_hours,fuel_rob.50.lot_id,fuel_rob.51.lot_id,number_of_gangs_used,number_of_shore_gear_used,average_rate_of_cargo_transfer_m3,max_cargo_rate_required_by_terminal_m3
"report_position_in_port","2023-09-01T12:00:00+0800","E11FB379-28A4-4F65-AB56-912B9ED06CA9","5BFAC217-E502-4512-AA12-C30B05D2B6DD",1,32,120.45,,"00:00","00:00",,,,,,,,,,,,,"port","berth","20:00","vessel in port",,,,,,,,0,,,,,,,,,,,,,,,,,,,,false,,,,"00:00","00:00","00:00",,,0,"mgo","mgo01",0,"lfo","vlsfo05",550.331,"hfo","vlsfo05",0,"hfo","vlsfo05",0,"mgo","mgo01",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"mgo","mgo01",0,"mgo","mgo01",0,"lfo","vlsfo05",0,"mgo","mgo01",0,"hfo","vlsfo05",0,"mdo","mgo01",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"mgo","mgo01",0,"mgo","mgo01",180.74,"mgo","mgo01",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",5.46,"mgo","mgo01",,,,,,,,,,,,,,,,,,,,,,66.895,"lfo","vlsfo05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"lfo","vlsfo05",,,,,,,0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05","9A18D076-B453-4214-AF3F-4C88C36F3EE3",0,0,"BA4F9361-6F84-4C12-BC3E-CDEAD92480D9","00:00","00:00",0,0,,,1,"AA25E7A4-4446-4627-804A-2D77C632857D","00:00",0,,,"49DCA5A8-4418-414A-B2D7-375B9B19EFEE","20:00",850,17000,,"C6513D59-594D-4226-928D-BC6AE745FA36","17:00",850,14450,,"B134B850-6871-4742-8CED-3F02D29BE96C","17:00",,,,,,,"17BA8B51-F2C7-4290-A6BE-A08FE9F4AE4C","00:00",,,,,,,,,"00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fresh_water",-164,"455AFD2F-0B46-4CF9-BF30-6CC81CF79F9A",,"00FC37F1-7535-4003-8EA9-D0885759FC36","193B8AA6-7265-4241-83C0-A294B4F7E2AC","30EB96E3-F9C4-44DD-9677-BD5CB9C98989","35AD5FD7-9A47-40FA-B5B2-0D0001F5B6FB","3C3C2FA7-E57C-4DD9-B7B0-A326C6D703C3","3DA09283-C6DE-4B2B-B373-BAE472888882","5603A157-CA0A-4816-A9C5-D811EF9B44F5","671A75B3-B04A-4F0C-91F1-C9EB0F44CD9C","676C3AE6-3197-4FB8-A06E-AE8474CBFC9B","6B7101EA-A440-43F3-8F3F-ACEFFDF367C8","6E8C5400-E6CD-4046-BCBE-A4B2A9B4D18A","75E50E9C-5B4F-4AA4-91D3-E609F00C92C2","7F9D2ED1-825C-4943-B0F4-3026ED6C6E1D","8187F4E5-9CC7-4370-819E-E248E3218D95","86617822-4402-4A35-B2BE-8181C2C5E8E1","8E4EE7FC-0C02-4318-B505-A76B82A30BE0","905625BC-3F0F-482D-A9B0-253A2A43606B","930F3E08-623B-4FF4-B298-E0ECFD49ABEB","99778311-0C82-4FA4-B91E-BB536A3B4A8B","A1578B91-DC43-4CBC-9ECC-CE78DE463D98","AB4CD675-85F6-4C28-9001-2ACAB630526C","BF9A3025-5C26-4CFB-9C04-F105737B9E35","C27AEF1D-4CB3-4873-85AE-C691B9A8287F","C4B3F469-5E30-4FBC-A8A7-81BE36D95FA2","C6723EEE-CACB-4FBA-9FA1-4E064559695A","E1133E57-7154-46B5-B75D-1A3FEF92867C","EBAB34DB-DEF2-4551-97C4-F0795A3FA607","ED742EBE-F93F-47C4-BD24-19BD50573330","F36B4716-462F-431A-AA2D-7509F4C24D55","F44586D3-67E0-4A06-B725-3E0B29E7A061","FAD29EFD-9344-4236-8ED6-6BBDBC118A80","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7","1DCB19B5-1CBC-49CC-B5E0-654430C2408E","00:00",,,1.4,"mgo","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7",7.1,"mgo","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7",,"m3",,68437,"B395131A-71FC-4DB5-BD9F-87576D55A4BB","7716D981-A9D3-4567-AD7E-950FCE62C0C2","CBC0673A-1FE4-4FA0-A9D5-7C439EF086AF",10074.4,,37894.8,0,0,,0,0,0,0,0,0,2023-12-08T06:52:20.784Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"report_position_in_port","2023-09-02T12:00:00+0800","E11FB379-28A4-4F65-AB56-912B9ED06CA9","5BFAC217-E502-4512-AA12-C30B05D2B6DD",1,32,120.45,,"00:00","00:00",,,,,,,,,,,,,"port","berth","24:00","vessel in port",,,,,,,,0,,,,,,,,,,,,,,,,,,,,false,,,,"00:00","00:00","00:00",,,0,"mgo","mgo01",0,"lfo","vlsfo05",550.331,"hfo","vlsfo05",0,"hfo","vlsfo05",0,"mgo","mgo01",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"mgo","mgo01",0,"mgo","mgo01",0,"lfo","vlsfo05",0,"mgo","mgo01",0,"hfo","vlsfo05",0,"mdo","mgo01",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"mgo","mgo01",0,"mgo","mgo01",174.44,"mgo","mgo01",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",3.56,"mgo","mgo01",,,,,,,,,,,,,,,,,,,,,,66.895,"lfo","vlsfo05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"lfo","vlsfo05",,,,,,,0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05","9A18D076-B453-4214-AF3F-4C88C36F3EE3",0,0,"BA4F9361-6F84-4C12-BC3E-CDEAD92480D9","00:00","00:00",0,0,,,1,"AA25E7A4-4446-4627-804A-2D77C632857D","00:00",0,,,"49DCA5A8-4418-414A-B2D7-375B9B19EFEE","23:00",750,17250,5,"C6513D59-594D-4226-928D-BC6AE745FA36","23:00",750,17250,5,"B134B850-6871-4742-8CED-3F02D29BE96C","19:00",,,,,,,"17BA8B51-F2C7-4290-A6BE-A08FE9F4AE4C","00:00",,,,,,,,,"00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fresh_water",-164,"455AFD2F-0B46-4CF9-BF30-6CC81CF79F9A",,"00FC37F1-7535-4003-8EA9-D0885759FC36","193B8AA6-7265-4241-83C0-A294B4F7E2AC","30EB96E3-F9C4-44DD-9677-BD5CB9C98989","35AD5FD7-9A47-40FA-B5B2-0D0001F5B6FB","3C3C2FA7-E57C-4DD9-B7B0-A326C6D703C3","3DA09283-C6DE-4B2B-B373-BAE472888882","5603A157-CA0A-4816-A9C5-D811EF9B44F5","671A75B3-B04A-4F0C-91F1-C9EB0F44CD9C","676C3AE6-3197-4FB8-A06E-AE8474CBFC9B","6B7101EA-A440-43F3-8F3F-ACEFFDF367C8","6E8C5400-E6CD-4046-BCBE-A4B2A9B4D18A","75E50E9C-5B4F-4AA4-91D3-E609F00C92C2","7F9D2ED1-825C-4943-B0F4-3026ED6C6E1D","8187F4E5-9CC7-4370-819E-E248E3218D95","86617822-4402-4A35-B2BE-8181C2C5E8E1","8E4EE7FC-0C02-4318-B505-A76B82A30BE0","905625BC-3F0F-482D-A9B0-253A2A43606B","930F3E08-623B-4FF4-B298-E0ECFD49ABEB","99778311-0C82-4FA4-B91E-BB536A3B4A8B","A1578B91-DC43-4CBC-9ECC-CE78DE463D98","AB4CD675-85F6-4C28-9001-2ACAB630526C","BF9A3025-5C26-4CFB-9C04-F105737B9E35","C27AEF1D-4CB3-4873-85AE-C691B9A8287F","C4B3F469-5E30-4FBC-A8A7-81BE36D95FA2","C6723EEE-CACB-4FBA-9FA1-4E064559695A","E1133E57-7154-46B5-B75D-1A3FEF92867C","EBAB34DB-DEF2-4551-97C4-F0795A3FA607","ED742EBE-F93F-47C4-BD24-19BD50573330","F36B4716-462F-431A-AA2D-7509F4C24D55","F44586D3-67E0-4A06-B725-3E0B29E7A061","FAD29EFD-9344-4236-8ED6-6BBDBC118A80","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7","1DCB19B5-1CBC-49CC-B5E0-654430C2408E","00:00",,,1.9,"mgo","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7",6.3,"mgo","ED742EBE-F93F-47C4-BD24-19BD50573330",,"m3",,68437,"B395131A-71FC-4DB5-BD9F-87576D55A4BB","7716D981-A9D3-4567-AD7E-950FCE62C0C2","CBC0673A-1FE4-4FA0-A9D5-7C439EF086AF",10064.4,,37894.8,0,0,,0,0,0,0,0,0,2023-12-08T06:52:20.842Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"departure","2023-09-02T13:54:00+0800","E11FB379-28A4-4F65-AB56-912B9ED06CA9",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-08T06:52:20.898Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"report_departure","2023-09-02T13:54:00+0800","E11FB379-28A4-4F65-AB56-912B9ED06CA9","E5AEB413-D4E9-4465-A1D5-4BCDB2422A15",1,32,120.45,"45:54",,,"CNZJG",,,"SGSIN",,,"ballast","ocean",false,true,"berth",,"port","berth","01:54","vessel departing port","2023-09-09T15:00:00+0800",,,,153,,2476,0,,,,5.9,6.9,7.9,,,,,,,,,,,,,1,,16860,35900,,"00:00","00:00","00:00",0,0,0,"mgo","mgo01",0,"lfo","vlsfo05",550.331,"hfo","vlsfo05",0,"hfo","vlsfo05",0,"mgo","mgo01",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"mgo","mgo01",0,"mgo","mgo01",0,"lfo","vlsfo05",0,"mgo","mgo01",0,"hfo","vlsfo05",0,"mdo","mgo01",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"mgo","mgo01",0,"mgo","mgo01",174.44,"mgo","mgo01",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",3.26,"mgo","mgo01",,,,,,,,,,,,,,,,,,,,,,66.895,"lfo","vlsfo05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"lfo","vlsfo05",,,,,,,0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",0,"lfo","vlsfo05",,,,"BA4F9361-6F84-4C12-BC3E-CDEAD92480D9","00:00","00:00",0,0,,,,"AA25E7A4-4446-4627-804A-2D77C632857D","00:00",0,,,"49DCA5A8-4418-414A-B2D7-375B9B19EFEE","01:54",750,1425,5,"C6513D59-594D-4226-928D-BC6AE745FA36","00:00",0,,,"B134B850-6871-4742-8CED-3F02D29BE96C","01:00",,,,,,,"17BA8B51-F2C7-4290-A6BE-A08FE9F4AE4C","00:00",,,,,,,,,"00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fresh_water",-164,"455AFD2F-0B46-4CF9-BF30-6CC81CF79F9A",,"00FC37F1-7535-4003-8EA9-D0885759FC36","193B8AA6-7265-4241-83C0-A294B4F7E2AC","30EB96E3-F9C4-44DD-9677-BD5CB9C98989","35AD5FD7-9A47-40FA-B5B2-0D0001F5B6FB","3C3C2FA7-E57C-4DD9-B7B0-A326C6D703C3","3DA09283-C6DE-4B2B-B373-BAE472888882","5603A157-CA0A-4816-A9C5-D811EF9B44F5","671A75B3-B04A-4F0C-91F1-C9EB0F44CD9C","676C3AE6-3197-4FB8-A06E-AE8474CBFC9B","6B7101EA-A440-43F3-8F3F-ACEFFDF367C8","6E8C5400-E6CD-4046-BCBE-A4B2A9B4D18A","75E50E9C-5B4F-4AA4-91D3-E609F00C92C2","7F9D2ED1-825C-4943-B0F4-3026ED6C6E1D","8187F4E5-9CC7-4370-819E-E248E3218D95","86617822-4402-4A35-B2BE-8181C2C5E8E1","8E4EE7FC-0C02-4318-B505-A76B82A30BE0","905625BC-3F0F-482D-A9B0-253A2A43606B","930F3E08-623B-4FF4-B298-E0ECFD49ABEB","99778311-0C82-4FA4-B91E-BB536A3B4A8B","A1578B91-DC43-4CBC-9ECC-CE78DE463D98","AB4CD675-85F6-4C28-9001-2ACAB630526C","BF9A3025-5C26-4CFB-9C04-F105737B9E35","C27AEF1D-4CB3-4873-85AE-C691B9A8287F","C4B3F469-5E30-4FBC-A8A7-81BE36D95FA2","C6723EEE-CACB-4FBA-9FA1-4E064559695A","E1133E57-7154-46B5-B75D-1A3FEF92867C","EBAB34DB-DEF2-4551-97C4-F0795A3FA607","ED742EBE-F93F-47C4-BD24-19BD50573330","F36B4716-462F-431A-AA2D-7509F4C24D55","F44586D3-67E0-4A06-B725-3E0B29E7A061","FAD29EFD-9344-4236-8ED6-6BBDBC118A80","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7","1DCB19B5-1CBC-49CC-B5E0-654430C2408E","00:00",,,0.1,"mgo","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7",0.2,"mgo","FEF54AC4-DC6D-4A78-BC9D-A33F0863F1B7",,"m3",,68437,"B395131A-71FC-4DB5-BD9F-87576D55A4BB","7716D981-A9D3-4567-AD7E-950FCE62C0C2","CBC0673A-1FE4-4FA0-A9D5-7C439EF086AF",10059.4,,37894.8,0,,,0,,0,0,0,0,2023-12-08T06:52:21.083Z,"E5AEB413-D4E9-4465-A1D5-4BCDB2422A15","ZHANG-SGP","47","s","me_fuel",0,"vesseloperator",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
